ID,PlayerID,Player,Position,Age,MarketValue,TransferFee,TeamLeftID,TeamLeft,TeamLeft2,LeagueLeftID,LeagueLeft,CountryLeft,TeamJoinedID,TeamJoined,TeamJoined2,LeagueJoinedID,LeagueJoined,CountryJoined
320,320748,Sebastian Szymanski,Right Winger,20,6000000,5500000,255,Legia Warszawa,Legia Warszawa,PL1,Ekstraklasa,Poland,121,Dinamo Moscow,Dinamo Moscow,RU1,Premier Liga,Russia
321,268642,Renzo Saravia,Right-Back,26,5000000,5500000,1444,Racing Club,Racing Club,AR1N,Superliga,Argentina,720,FC Porto,FC Porto,PO1,Liga NOS,Portugal
322,410185,Ronaël Pierre-Gabriel,Right-Back,21,4000000,5500000,162,Monaco,AS Monaco,FR1,Ligue 1,Monaco,39,1.FSV Mainz 05,1.FSV Mainz 05,L1,Bundesliga,Germany
324,149752,Vitor Hugo,Centre-Back,28,7500000,5500000,430,Fiorentina,ACF Fiorentina,IT1,Serie A,Italy,1023,Palmeiras,Sociedade Esportiva Palmeiras,BRA1,Série A,Brazil
328,234787,Lucas João,Centre-Forward,26,2500000,5400000,1035,Sheff Wed,Sheffield Wednesday,GB2,Championship,England,1032,Reading,Reading FC,GB2,Championship,England
329,184528,Emil Krafth,Right-Back,25,2500000,5400000,1416,SC Amiens,SC Amiens,FR1,Ligue 1,France,762,Newcastle,Newcastle United,GB1,Premier League,England
332,140952,Caio Canedo,Centre-Forward,29,2500000,5340000,16214,Al-Wasl,Al-Wasl Sports Club,UAE1,UAE Gulf League,United Arab Emirates,2150,Al-Ain FC,Al-Ain FC,UAE1,UAE Gulf League,United Arab Emirates
334,217879,Patrik Hrosovsky,Central Midfield,27,6500000,5200000,941,Viktoria Plzen,FC Viktoria Plzen,TS1,Fortuna Liga,Czech Republic,1184,KRC Genk,KRC Genk,BE1,Jupiler Pro League,Belgium
336,311489,Landry Dimata,Centre-Forward,22,7000000,5000000,82,VfL Wolfsburg,VfL Wolfsburg,L1,Bundesliga,Germany,58,RSC Anderlecht,RSC Anderlecht,BE1,Jupiler Pro League,Belgium
337,257462,Luka Jovic,Centre-Forward,21,60000000,5000000,294,Benfica,SL Benfica,PO1,Liga NOS,Portugal,24,E. Frankfurt,Eintracht Frankfurt,L1,Bundesliga,Germany
338,361207,Kik Pierie,Centre-Back,19,4000000,5000000,306,Heerenveen,SC Heerenveen,NL1,Eredivisie,Netherlands,610,Ajax,Ajax Amsterdam,NL1,Eredivisie,Netherlands
339,215099,Daley Sinkgraven,Left-Back,24,3000000,5000000,610,Ajax,Ajax Amsterdam,NL1,Eredivisie,Netherlands,15,Bay. Leverkusen,Bayer 04 Leverkusen,L1,Bundesliga,Germany
342,441170,Valentin Rosier,Right-Back,23,8000000,5000000,2969,Dijon,FCO Dijon,FR1,Ligue 1,France,336,Sporting CP,Sporting CP,PO1,Liga NOS,Portugal
343,364206,Andrea Adorante,Centre-Forward,19,125000,5000000,46,Inter,Inter Milan,IT1,Serie A,Italy,130,Parma,Parma Calcio 1913,IT1,Serie A,Italy
344,392570,Marco Sala,Left-Back,20,300000,5000000,46,Inter,Inter Milan,IT1,Serie A,Italy,6574,Sassuolo,US Sassuolo,IT1,Serie A,Italy
345,257851,Rúben Vezo,Centre-Back,25,6000000,5000000,1049,Valencia,Valencia CF,ES1,LaLiga,Spain,3368,Levante,Levante UD,ES1,LaLiga,Spain
347,15452,Raúl Albiol,Centre-Back,34,5000000,5000000,6195,SSC Napoli,SSC Napoli,IT1,Serie A,Italy,1050,Villarreal,Villarreal CF,ES1,LaLiga,Spain
348,131758,Jesse Joronen,Goalkeeper,26,2500000,5000000,190,FC Copenhagen,FC Copenhagen,DK1,Superligaen,Denmark,19,Brescia,Brescia Calcio,IT1,Serie A,Italy
349,335221,Dani Martín,Goalkeeper,21,600000,5000000,2448,Sporting Gijón,Sporting Gijón,ES2,LaLiga2,Spain,150,Real Betis,Real Betis Balompié,ES1,LaLiga,Spain
350,369684,Rasmus Kristensen,Right-Back,22,2500000,5000000,610,Ajax,Ajax Amsterdam,NL1,Eredivisie,Netherlands,409,RB Salzburg,Red Bull Salzburg,A1,Bundesliga,Austria
352,262793,Christian Luyindama,Centre-Back,25,7500000,5000000,3057,Standard Liège,Standard Liège,BE1,Jupiler Pro League,Belgium,141,Galatasaray,Galatasaray SK,TR1,Süper Lig,Turkey
354,420465,Tiago Djaló,Centre-Back,19,175000,5000000,5,AC Milan,AC Milan,IT1,Serie A,Italy,1082,LOSC Lille,LOSC Lille,FR1,Ligue 1,France
355,263804,Pep Biel,Right Winger,23,1500000,5000000,142,Real Zaragoza,Real Zaragoza,ES2,LaLiga2,Spain,190,FC Copenhagen,FC Copenhagen,DK1,Superligaen,Denmark
356,76277,Laurent Koscielny,Centre-Back,34,8000000,5000000,11,Arsenal,Arsenal FC,GB1,Premier League,England,40,G. Bordeaux,FC Girondins Bordeaux,FR1,Ligue 1,France
359,131708,Kenneth Omeruo,Centre-Back,26,5000000,5000000,631,Chelsea,Chelsea FC,GB1,Premier League,England,1244,CD Leganés,CD Leganés,ES1,LaLiga,Spain
360,353922,Mert Müldür,Right-Back,20,3000000,5000000,170,Rapid Vienna,Rapid Vienna,A1,Bundesliga,Austria,6574,Sassuolo,US Sassuolo,IT1,Serie A,Italy
361,415646,Bruno Jordão,Central Midfield,21,1000000,4700000,1075,Braga,SC Braga,PO1,Liga NOS,Portugal,398,Lazio,SS Lazio,IT1,Serie A,Italy
362,197491,Alex Ferrari,Centre-Back,25,1500000,4500000,1025,Bologna,Bologna FC 1909,IT1,Serie A,Italy,1038,Sampdoria,UC Sampdoria,IT1,Serie A,Italy
363,524925,Modibo Sagnan,Centre-Back,20,3000000,4500000,826,Lens,RC Lens,FR2,Ligue 2,France,681,Real Sociedad,Real Sociedad,ES1,LaLiga,Spain
364,176591,Jota,Right Winger,28,5000000,4500000,337,Birmingham,Birmingham City,GB2,Championship,England,405,Aston Villa,Aston Villa,GB1,Premier League,England
365,183031,Koffi Djidji,Centre-Back,26,5000000,4500000,995,FC Nantes,FC Nantes,FR1,Ligue 1,France,416,Torino,Torino FC,IT1,Serie A,Italy
366,122797,Andy Delort,Centre-Forward,28,12500000,4500000,415,Toulouse,FC Toulouse,FR1,Ligue 1,France,969,Montpellier,HSC Montpellier,FR1,Ligue 1,France
367,297583,Woo-yeong Jeong,Right Winger,20,2000000,4500000,28,FC Bayern II,FC Bayern Munich II,L3,3. Liga,Germany,60,SC Freiburg,SC Freiburg,L1,Bundesliga,Germany
368,324282,Fabio Depaoli,Right-Back,22,5000000,4500000,862,Chievo Verona,Chievo Verona,IT2,Serie B,Italy,1038,Sampdoria,UC Sampdoria,IT1,Serie A,Italy
369,197602,Rúben Semedo,Centre-Back,25,2000000,4500000,1050,Villarreal,Villarreal CF,ES1,LaLiga,Spain,683,Olympiacos,Olympiacos Piraeus,GR1,Super League 1,Greece
370,250844,Alexander Djiku,Centre-Back,25,8000000,4500000,1162,SM Caen,SM Caen,FR2,Ligue 2,France,667,R. Strasbourg,RC Strasbourg Alsace,FR1,Ligue 1,France
371,569384,Lucien Agoume,Central Midfield,17,3500000,4500000,750,FC Sochaux,FC Sochaux-Montbéliard,FR2,Ligue 2,France,46,Inter,Inter Milan,IT1,Serie A,Italy
372,236045,Denis Bouanga,Left Winger,24,6000000,4500000,1160,Nîmes Olympique,Nîmes Olympique,FR1,Ligue 1,France,618,Saint-Étienne,AS Saint-Étienne,FR1,Ligue 1,France
373,51174,Fernando,Defensive Midfield,32,4500000,4500000,141,Galatasaray,Galatasaray SK,TR1,Süper Lig,Turkey,368,Sevilla FC,Sevilla FC,ES1,LaLiga,Spain
374,160344,Leonardo Mancuso,Centre-Forward,27,2500000,4500000,506,Juventus,Juventus FC,IT1,Serie A,Italy,749,FC Empoli,FC Empoli,IT2,Serie B,Italy
375,227239,Michael Ngadeu Ngadjui,Centre-Back,28,4500000,4500000,62,Slavia Prag,SK Slavia Prag,TS1,Fortuna Liga,Czech Republic,157,KAA Gent,KAA Gent,BE1,Jupiler Pro League,Belgium
376,249356,Jack Stacey,Right-Back,23,0,4450000,1031,Luton,Luton Town,GB2,Championship,England,989,Bournemouth,AFC Bournemouth,GB1,Premier League,England
377,121398,Tommy Smith,Right-Back,27,3000000,4450000,1110,Huddersfield,Huddersfield Town,GB2,Championship,England,512,Stoke City,Stoke City,GB2,Championship,England
378,105324,Aden Flint,Centre-Back,30,7000000,4450000,641,Middlesbrough,Middlesbrough FC,GB2,Championship,England,603,Cardiff,Cardiff City,GB2,Championship,Wales
379,220647,Guillermo Fernández,Attacking Midfield,28,6000000,4430000,1444,Racing Club,Racing Club,AR1N,Superliga,Argentina,3711,CD Cruz Azul,CD Cruz Azul,MEXA,Liga MX Apertura,Mexico
382,129627,Charlie Austin,Centre-Forward,30,8000000,4300000,180,Southampton,Southampton FC,GB1,Premier League,England,984,West Brom,West Bromwich Albion,GB2,Championship,England
385,70285,Jonathan Schmid,Right-Back,29,5000000,4000000,167,FC Augsburg,FC Augsburg,L1,Bundesliga,Germany,60,SC Freiburg,SC Freiburg,L1,Bundesliga,Germany
386,193469,Björn Engels,Centre-Back,25,6000000,4000000,683,Olympiacos,Olympiacos Piraeus,GR1,Super League 1,Greece,1421,Reims,Stade Reims,FR1,Ligue 1,France
387,145769,Sergio León,Centre-Forward,30,3000000,4000000,150,Real Betis,Real Betis Balompié,ES1,LaLiga,Spain,3368,Levante,Levante UD,ES1,LaLiga,Spain
389,234193,Birger Verstraete,Defensive Midfield,25,4000000,4000000,157,KAA Gent,KAA Gent,BE1,Jupiler Pro League,Belgium,3,1. FC Köln,1. FC Köln,L1,Bundesliga,Germany
390,287600,Pawel Jaroszynski,Left-Back,25,400000,4000000,862,Chievo Verona,Chievo Verona,IT2,Serie B,Italy,252,Genoa,Genoa CFC,IT1,Serie A,Italy
391,334557,Chiquinho,Second Striker,24,6000000,4000000,979,Moreirense,Moreirense FC,PO1,Liga NOS,Portugal,294,Benfica,SL Benfica,PO1,Liga NOS,Portugal
393,189475,Carlos Gruezo,Defensive Midfield,24,2000000,4000000,8816,FC Dallas,FC Dallas,MLS1,MLS,United States,167,FC Augsburg,FC Augsburg,L1,Bundesliga,Germany
395,429086,Nana Ampomah,Left Winger,23,2500000,4000000,28643,Waasl.-Beveren,Waasland-Beveren,BE1,Jupiler Pro League,Belgium,38,F. Düsseldorf,Fortuna Düsseldorf,L1,Bundesliga,Germany
396,282076,Ianis Hagi,Attacking Midfield,20,6000000,4000000,29831,FC Viitorul,FC Viitorul ,RO1,Liga 1,Romania,1184,KRC Genk,KRC Genk,BE1,Jupiler Pro League,Belgium
397,506248,Edu Expósito,Central Midfield,23,4000000,4000000,897,Dep. La Coruña,Deportivo de La Coruña,ES2,LaLiga2,Spain,1533,SD Eibar,SD Eibar,ES1,LaLiga,Spain
398,284857,Marc Cucurella,Left-Back,21,10000000,4000000,1533,SD Eibar,SD Eibar,ES1,LaLiga,Spain,131,FC Barcelona,FC Barcelona,ES1,LaLiga,Spain
399,232093,Reziuan Mirzov,Left Winger,26,2500000,4000000,1083,Rostov,FK Rostov,RU1,Premier Liga,Russia,232,Spartak Moscow,Spartak Moscow,RU1,Premier Liga,Russia
400,277118,Manu García,Attacking Midfield,21,5000000,4000000,281,Man City,Manchester City,GB1,Premier League,England,2448,Sporting Gijón,Sporting Gijón,ES2,LaLiga2,Spain
401,44466,Sebastian Rode,Central Midfield,29,3000000,4000000,16,Bor. Dortmund,Borussia Dortmund,L1,Bundesliga,Germany,24,E. Frankfurt,Eintracht Frankfurt,L1,Bundesliga,Germany
402,242201,Lucas Romero,Defensive Midfield,25,2500000,4000000,609,Cruzeiro,Cruzeiro Esporte Clube,BRA1,Série A,Brazil,1234,Independiente,Club Atlético Independiente,AR1N,Superliga,Argentina
403,308552,Jordan Larsson,Centre-Forward,22,800000,4000000,2844,Norrköping,IFK Norrköping,SE1,Allsvenskan,Sweden,232,Spartak Moscow,Spartak Moscow,RU1,Premier Liga,Russia
404,442531,Edouard Mendy,Goalkeeper,27,9000000,4000000,1421,Reims,Stade Reims,FR1,Ligue 1,France,273,Stade Rennais,Stade Rennais FC,FR1,Ligue 1,France
406,391376,Lamine Fomba,Defensive Midfield,21,2500000,4000000,290,AJ Auxerre,AJ Auxerre,FR2,Ligue 2,France,1160,Nîmes Olympique,Nîmes Olympique,FR1,Ligue 1,France
407,215679,Georges-Kevin N'Koudou,Left Winger,24,5000000,4000000,148,Spurs,Tottenham Hotspur,GB1,Premier League,England,114,Besiktas,Besiktas JK,TR1,Süper Lig,Turkey
409,220848,Yannick Gomis,Centre-Forward,27,1000000,4000000,826,Lens,RC Lens,FR2,Ligue 2,France,855,Guingamp,EA Guingamp,FR2,Ligue 2,France
411,288721,Egor Sorokin,Centre-Back,23,4000000,4000000,2698,Rubin Kazan,Rubin Kazan,RU1,Premier Liga,Russia,16704,Krasnodar,FK Krasnodar,RU1,Premier Liga,Russia
413,100160,Miha Mevlja,Centre-Back,29,3500000,4000000,964,Zenit S-Pb,Zenit St. Petersburg,RU1,Premier Liga,Russia,41231,Sochi,FC Sochi,RU1,Premier Liga,Russia
414,127142,Jonas Martin,Central Midfield,29,5000000,4000000,667,R. Strasbourg,RC Strasbourg Alsace,FR1,Ligue 1,France,273,Stade Rennais,Stade Rennais FC,FR1,Ligue 1,France
416,307497,Matt Clarke,Centre-Back,23,200000,3900000,1020,Portsmouth,Portsmouth FC,GB3,League One,England,1237,Brighton,Brighton & Hove Albion,GB1,Premier League,England
417,198067,Filip Helander,Centre-Back,26,2000000,3900000,1025,Bologna,Bologna FC 1909,IT1,Serie A,Italy,124,Rangers,Rangers FC,SC1,Premiership,Scotland
418,218087,Ben Osborn,Left Midfield,25,3000000,3900000,703,Nottm Forest,Nottingham Forest,GB2,Championship,England,350,Sheffield Utd.,Sheffield United,GB1,Premier League,England
421,319859,Mathias Jensen,Central Midfield,23,2500000,3800000,940,Celta de Vigo,Celta de Vigo,ES1,LaLiga,Spain,1148,Brentford,Brentford FC,GB2,Championship,England
423,163683,Manuel Pucciarelli,Second Striker,28,2000000,3750000,749,FC Empoli,FC Empoli,IT2,Serie B,Italy,862,Chievo Verona,Chievo Verona,IT2,Serie B,Italy
424,235413,Jaromir Zmrhal,Left Midfield,26,3250000,3750000,62,Slavia Prag,SK Slavia Prag,TS1,Fortuna Liga,Czech Republic,19,Brescia,Brescia Calcio,IT1,Serie A,Italy
425,303219,Julian Chabot,Centre-Back,21,3500000,3700000,202,FC Groningen,FC Groningen,NL1,Eredivisie,Netherlands,1038,Sampdoria,UC Sampdoria,IT1,Serie A,Italy
426,475949,Benjamin Nygren,Right Winger,18,3700000,3700000,801,IFK Göteborg,IFK Göteborg,SE1,Allsvenskan,Sweden,1184,KRC Genk,KRC Genk,BE1,Jupiler Pro League,Belgium
427,324321,Bernard Mensah,Central Midfield,25,2300000,3600000,13,Atlético Madrid,Atlético Madrid,ES1,LaLiga,Spain,3205,Kayserispor,Kayserispor,TR1,Süper Lig,Turkey
428,162056,Gonzalo Melero,Central Midfield,25,4000000,3600000,5358,SD Huesca,SD Huesca,ES2,LaLiga2,Spain,3368,Levante,Levante UD,ES1,LaLiga,Spain
429,422951,Victor Nelsson,Centre-Back,21,3000000,3600000,2778,Nordsjaelland,FC Nordsjaelland,DK1,Superligaen,Denmark,190,FC Copenhagen,FC Copenhagen,DK1,Superligaen,Denmark
432,248732,Pawel Dawidowicz,Centre-Back,24,2000000,3500000,294,Benfica,SL Benfica,PO1,Liga NOS,Portugal,276,Hellas Verona,Hellas Verona,IT1,Serie A,Italy
433,381724,João Victor,Left Winger,25,3000000,3500000,413,LASK,LASK,A1,Bundesliga,Austria,82,VfL Wolfsburg,VfL Wolfsburg,L1,Bundesliga,Germany
434,148367,Christian Nörgaard,Defensive Midfield,25,2000000,3500000,430,Fiorentina,ACF Fiorentina,IT1,Serie A,Italy,1148,Brentford,Brentford FC,GB2,Championship,England
435,156990,Marco Friedl,Centre-Back,21,2500000,3500000,27,Bayern Munich,Bayern Munich,L1,Bundesliga,Germany,86,Werder Bremen,SV Werder Bremen,L1,Bundesliga,Germany
436,401923,Victor Osimhen,Centre-Forward,20,13000000,3500000,82,VfL Wolfsburg,VfL Wolfsburg,L1,Bundesliga,Germany,172,RSC Charleroi,RSC Charleroi,BE1,Jupiler Pro League,Belgium
437,292772,Dimitrios Nikolaou,Centre-Back,21,2500000,3500000,683,Olympiacos,Olympiacos Piraeus,GR1,Super League 1,Greece,749,FC Empoli,FC Empoli,IT2,Serie B,Italy
438,242638,Efthymios Koulouris,Centre-Forward,23,5000000,3500000,1091,PAOK Salonika,PAOK Thessaloniki,GR1,Super League 1,Greece,415,Toulouse,FC Toulouse,FR1,Ligue 1,France
439,491890,Stephen Odey,Centre-Forward,21,2000000,3500000,260,FC Zürich,FC Zürich,C1,Super League,Switzerland,1184,KRC Genk,KRC Genk,BE1,Jupiler Pro League,Belgium
440,73396,David Ospina,Goalkeeper,31,4000000,3500000,11,Arsenal,Arsenal FC,GB1,Premier League,England,6195,SSC Napoli,SSC Napoli,IT1,Serie A,Italy
441,256267,Vedat Muriqi,Centre-Forward,25,2500000,3500000,126,C. Rizespor,Caykur Rizespor,TR1,Süper Lig,Turkey,36,Fenerbahce,Fenerbahce SK,TR1,Süper Lig,Turkey
442,216375,Felipe Avenatti,Centre-Forward,26,5000000,3500000,1025,Bologna,Bologna FC 1909,IT1,Serie A,Italy,3057,Standard Liège,Standard Liège,BE1,Jupiler Pro League,Belgium
443,289061,Alessandro Murgia,Central Midfield,23,5000000,3500000,398,Lazio,SS Lazio,IT1,Serie A,Italy,2722,SPAL,SPAL,IT1,Serie A,Italy
445,290593,Sada Thioub,Right Midfield,24,5500000,3500000,1160,Nîmes Olympique,Nîmes Olympique,FR1,Ligue 1,France,1420,SCO Angers,SCO Angers,FR1,Ligue 1,France
446,245027,Anderson Esiti,Defensive Midfield,25,3000000,3500000,157,KAA Gent,KAA Gent,BE1,Jupiler Pro League,Belgium,1091,PAOK Salonika,PAOK Thessaloniki,GR1,Super League 1,Greece
447,77826,Ryad Boudebouz,Attacking Midfield,29,6000000,3500000,150,Real Betis,Real Betis Balompié,ES1,LaLiga,Spain,618,Saint-Étienne,AS Saint-Étienne,FR1,Ligue 1,France
450,454121,Galeno,Left Winger,21,3000000,3500000,720,FC Porto,FC Porto,PO1,Liga NOS,Portugal,1075,Braga,SC Braga,PO1,Liga NOS,Portugal
452,355641,Mounir Chouiar,Left Winger,20,1000000,3500000,826,Lens,RC Lens,FR2,Ligue 2,France,2969,Dijon,FCO Dijon,FR1,Ligue 1,France
453,233124,Kortney Hause,Centre-Back,24,1000000,3400000,543,Wolves,Wolverhampton Wanderers,GB1,Premier League,England,405,Aston Villa,Aston Villa,GB1,Premier League,England
454,442248,Ethan Pinnock,Centre-Back,26,500000,3350000,349,Barnsley FC,Barnsley FC,GB2,Championship,England,1148,Brentford,Brentford FC,GB2,Championship,England
455,262749,David Raya,Goalkeeper,24,1500000,3350000,164,Blackburn,Blackburn Rovers,GB2,Championship,England,1148,Brentford,Brentford FC,GB2,Championship,England
457,168156,Boli Bolingoli,Left-Back,24,3500000,3340000,170,Rapid Vienna,Rapid Vienna,A1,Bundesliga,Austria,371,Celtic,Celtic FC,SC1,Premiership,Scotland
458,379752,Alexander Barboza,Centre-Back,24,4500000,3300000,209,River Plate,Club Atlético River Plate,AR1N,Superliga,Argentina,1234,Independiente,Club Atlético Independiente,AR1N,Superliga,Argentina
459,79352,Quique,Centre-Forward,29,1500000,3300000,897,Dep. La Coruña,Deportivo de La Coruña,ES2,LaLiga2,Spain,1533,SD Eibar,SD Eibar,ES1,LaLiga,Spain
461,45333,James McCarthy,Central Midfield,28,5000000,3300000,29,Everton,Everton FC,GB1,Premier League,England,873,Crystal Palace,Crystal Palace,GB1,Premier League,England
462,441422,Maximiliano Lovera,Second Striker,20,4000000,3300000,1418,CA Rosario,Club Atlético Rosario Central,AR1N,Superliga,Argentina,683,Olympiacos,Olympiacos Piraeus,GR1,Super League 1,Greece
464,496415,Nicolás Reniero,Centre-Forward,24,3500000,3250000,1775,San Lorenzo,Club Atlético San Lorenzo de Almagro,AR1N,Superliga,Argentina,1444,Racing Club,Racing Club,AR1N,Superliga,Argentina
465,113036,Romaine Sawyers,Attacking Midfield,27,3000000,3200000,1148,Brentford,Brentford FC,GB2,Championship,England,984,West Brom,West Bromwich Albion,GB2,Championship,England
467,182816,Nicolas Gavory,Left-Back,24,1750000,3100000,200,FC Utrecht,FC Utrecht,NL1,Eredivisie,Netherlands,3057,Standard Liège,Standard Liège,BE1,Jupiler Pro League,Belgium
469,343337,Fiete Arp,Centre-Forward,19,4000000,3000000,41,Hamburger SV,Hamburger SV,L2,2. Bundesliga,Germany,27,Bayern Munich,Bayern Munich,L1,Bundesliga,Germany
470,196834,David Kinsombi,Defensive Midfield,23,3000000,3000000,269,Holstein Kiel,Holstein Kiel,L2,2. Bundesliga,Germany,41,Hamburger SV,Hamburger SV,L2,2. Bundesliga,Germany
471,314959,Obbi Oulare,Centre-Forward,23,1800000,3000000,1010,Watford,Watford FC,GB1,Premier League,England,3057,Standard Liège,Standard Liège,BE1,Jupiler Pro League,Belgium
472,203043,Pedro Bigas,Centre-Back,29,3000000,3000000,472,UD Las Palmas,UD Las Palmas,ES2,LaLiga2,Spain,1533,SD Eibar,SD Eibar,ES1,LaLiga,Spain
473,523363,Kaio,Defensive Midfield,24,3000000,3000000,2423,Santa Clara,CD Santa Clara,PO1,Liga NOS,Portugal,16704,Krasnodar,FK Krasnodar,RU1,Premier Liga,Russia
474,189453,Jonathan Silva,Left-Back,25,3000000,3000000,336,Sporting CP,Sporting CP,PO1,Liga NOS,Portugal,1244,CD Leganés,CD Leganés,ES1,LaLiga,Spain
475,384859,Fabien Centonze,Right-Back,23,1500000,3000000,826,Lens,RC Lens,FR2,Ligue 2,France,347,FC Metz,FC Metz,FR1,Ligue 1,France
476,213260,Rubén García,Attacking Midfield,26,3500000,3000000,3368,Levante,Levante UD,ES1,LaLiga,Spain,331,CA Osasuna,CA Osasuna,ES1,LaLiga,Spain
477,296783,Ezequiel Ponce,Centre-Forward,22,4000000,3000000,12,AS Roma,AS Roma,IT1,Serie A,Italy,232,Spartak Moscow,Spartak Moscow,RU1,Premier Liga,Russia
478,380350,Igor,Centre-Back,21,1500000,3000000,409,RB Salzburg,Red Bull Salzburg,A1,Bundesliga,Austria,2722,SPAL,SPAL,IT1,Serie A,Italy
479,259350,Chang-hun Kwon,Right Winger,25,5500000,3000000,2969,Dijon,FCO Dijon,FR1,Ligue 1,France,60,SC Freiburg,SC Freiburg,L1,Bundesliga,Germany
480,167741,Mattia Valoti,Central Midfield,26,1000000,3000000,276,Hellas Verona,Hellas Verona,IT1,Serie A,Italy,2722,SPAL,SPAL,IT1,Serie A,Italy
481,240692,Reinildo Mandava,Left-Back,25,600000,3000000,2457,Belenenses SAD,Belenenses SAD,PO1,Liga NOS,Portugal,1082,LOSC Lille,LOSC Lille,FR1,Ligue 1,France
482,393621,Douglas Augusto,Central Midfield,22,2000000,3000000,199,Corinthians,Sport Club Corinthians Paulista,BRA1,Série A,Brazil,1091,PAOK Salonika,PAOK Thessaloniki,GR1,Super League 1,Greece
483,216118,Eduardo Henrique,Defensive Midfield,24,2500000,3000000,6600,Internacional,Sport Club Internacional,BRA1,Série A,Brazil,336,Sporting CP,Sporting CP,PO1,Liga NOS,Portugal
484,98539,Dmitri Poloz,Centre-Forward,28,4000000,3000000,964,Zenit S-Pb,Zenit St. Petersburg,RU1,Premier Liga,Russia,41231,Sochi,FC Sochi,RU1,Premier Liga,Russia
486,355689,Sory Kaba,Centre-Forward,24,2000000,3000000,2969,Dijon,FCO Dijon,FR1,Ligue 1,France,865,FC Midtjylland,FC Midtjylland,DK1,Superligaen,Denmark
488,349583,Raniel,Centre-Forward,23,1500000,3000000,609,Cruzeiro,Cruzeiro Esporte Clube,BRA1,Série A,Brazil,585,São Paulo,São Paulo Futebol Clube,BRA1,Série A,Brazil
489,217033,Aleksey Sutormin,Right Winger,25,3500000,3000000,2698,Rubin Kazan,Rubin Kazan,RU1,Premier Liga,Russia,964,Zenit S-Pb,Zenit St. Petersburg,RU1,Premier Liga,Russia
490,214257,Elmir Nabiullin,Left-Back,24,3000000,3000000,964,Zenit S-Pb,Zenit St. Petersburg,RU1,Premier Liga,Russia,41231,Sochi,FC Sochi,RU1,Premier Liga,Russia
491,57723,Iván Marcano,Centre-Back,32,4000000,3000000,12,AS Roma,AS Roma,IT1,Serie A,Italy,720,FC Porto,FC Porto,PO1,Liga NOS,Portugal
493,257376,Domingos Duarte,Centre-Back,24,2500000,3000000,336,Sporting CP,Sporting CP,PO1,Liga NOS,Portugal,16795,Granada CF,Granada CF,ES1,LaLiga,Spain
494,353365,Marcus Coco,Right Winger,23,3000000,3000000,855,Guingamp,EA Guingamp,FR2,Ligue 2,France,995,FC Nantes,FC Nantes,FR1,Ligue 1,France
496,111508,Allan Nyom,Right-Back,31,3000000,3000000,984,West Brom,West Bromwich Albion,GB2,Championship,England,3709,Getafe,Getafe CF,ES1,LaLiga,Spain
497,211251,Darwin Machís,Left Winger,26,3000000,3000000,410,Udinese Calcio,Udinese Calcio,IT1,Serie A,Italy,16795,Granada CF,Granada CF,ES1,LaLiga,Spain
498,103890,Luis Advíncula,Right-Back,29,3000000,3000000,7055,Tigres UANL,Tigres UANL,MEXA,Liga MX Apertura,Mexico,367,Rayo Vallecano,Rayo Vallecano,ES2,LaLiga2,Spain
499,587106,Gonçalo Cardoso,Centre-Back,18,2500000,3000000,2503,Boavista,Boavista Porto FC,PO1,Liga NOS,Portugal,379,West Ham,West Ham United,GB1,Premier League,England
500,392810,Casimir Ninga,Left Winger,26,3000000,3000000,1162,SM Caen,SM Caen,FR2,Ligue 2,France,1420,SCO Angers,SCO Angers,FR1,Ligue 1,France
501,74297,Gaël Kakuta,Attacking Midfield,28,2000000,3000000,367,Rayo Vallecano,Rayo Vallecano,ES2,LaLiga2,Spain,1416,SC Amiens,SC Amiens,FR1,Ligue 1,France
502,81785,Shinji Kagawa,Attacking Midfield,30,6000000,3000000,16,Bor. Dortmund,Borussia Dortmund,L1,Bundesliga,Germany,142,Real Zaragoza,Real Zaragoza,ES2,LaLiga2,Spain
503,285322,Federico Ricca,Left-Back,24,2500000,3000000,1084,Málaga CF,Málaga CF,ES2,LaLiga2,Spain,2282,Club Brugge,Club Brugge KV,BE1,Jupiler Pro League,Belgium
504,391498,Mert Cetin,Centre-Back,22,250000,3000000,820,Genclerbirligi,Genclerbirligi Ankara,TR1,Süper Lig,Turkey,12,AS Roma,AS Roma,IT1,Serie A,Italy
505,387105,Luka Ivanusec,Attacking Midfield,20,1450000,3000000,11194,NK Lokomotiva,NK Lokomotiva Zagreb,KR1,1.HNL,Croatia,419,Dinamo Zagreb,GNK Dinamo Zagreb,KR1,1.HNL,Croatia
506,307807,Dario Maresic,Centre-Back,20,3000000,3000000,122,Sturm Graz,SK Sturm Graz,A1,Bundesliga,Austria,1421,Reims,Stade Reims,FR1,Ligue 1,France
511,322702,Benson Manuel,Right Winger,22,4000000,3000000,1184,KRC Genk,KRC Genk,BE1,Jupiler Pro League,Belgium,1096,Royal Antwerp,Royal Antwerp FC,BE1,Jupiler Pro League,Belgium
512,179635,Philipp Förster,Attacking Midfield,24,1500000,3000000,254,SV Sandhausen,SV Sandhausen,L2,2. Bundesliga,Germany,79,VfB Stuttgart,VfB Stuttgart,L2,2. Bundesliga,Germany
