ID,Player,Position,Age,MarketValue,TeamLeft,LeagueLeft,TeamJoined,LeagueJoined,TransferFee,PlayerID,TeamLeftID,LeagueLeftID,TeamJoinedID,LeagueJoinedID,TeamLeft2,CountryLeft,TeamJoined2,CountryJoined
1426,Biagio Meccariello,Centre-Back,28,600000.0,Brescia,Serie A,Lecce,Serie A,100000.0,124002,19,IT1,1005,IT1,Brescia Calcio,Italy,US Lecce,Italy
1428,Max Besuschkow,Central Midfield,22,400000.0,E. Frankfurt,Bundesliga,Jahn Regensburg,2. Bundesliga,100000.0,207578,24,L1,109,L2,Eintracht Frankfurt,Germany,SSV Jahn Regensburg,Germany
1429,Mergim Mavraj,Centre-Back,33,350000.0,FC Ingolstadt,3. Liga,Greuther Fürth,2. Bundesliga,100000.0,38267,4795,L3,65,L2,FC Ingolstadt 04,Germany,SpVgg Greuther Fürth,Germany
1430,Sören Gonther,Centre-Back,32,300000.0,Dynamo Dresden,2. Bundesliga,Erzgebirge Aue,2. Bundesliga,100000.0,20879,129,L2,94,L2,SG Dynamo Dresden,Germany,FC Erzgebirge Aue,Germany
1444,Marin Jakolis,Centre-Forward,22,800000.0,Admira Wacker,Bundesliga,Hajduk Split,1.HNL,100000.0,261963,503,A1,447,KR1,FC Admira Wacker Mödling,Austria,HNK Hajduk Split,Croatia
1445,Guillaume Gigliotti,Centre-Back,29,300000.0,Salernitana,Serie B,Crotone,Serie B,100000.0,60541,380,IT2,4083,IT2,US Salernitana 1919,Italy,FC Crotone,Italy
1449,Ronaldo Deaconu,Attacking Midfield,22,500000.0,HNK Gorica,1.HNL,Sepsi Sf. Gh.,Liga 1,100000.0,271281,24575,KR1,54585,RO1,HNK Gorica,Croatia,Sepsi Sf. Gheorghe,Romania
1451,Mihai Balasa,Centre-Back,24,1300000.0,FCSB,Liga 1,CS U Craiova,Liga 1,100000.0,236940,301,RO1,40812,RO1,FCSB,Romania,CS Universitatea Craiova,Romania
1455,Rasmus Thelander,Centre-Back,28,750000.0,Vitesse,Eredivisie,Aalborg BK,Superligaen,100000.0,129092,499,NL1,1053,DK1,Vitesse Arnhem,Netherlands,Aalborg BK,Denmark
1458,Patryk Tuszynski,Centre-Forward,29,500000.0,Zaglebie Lubin,Ekstraklasa,Piast Gliwice,Ekstraklasa,100000.0,110856,168,PL1,6112,PL1,Zaglebie Lubin,Poland,Piast Gliwice,Poland
1459,Dominic Volkmer,Centre-Back,23,300000.0,Jahn Regensburg,2. Bundesliga,Carl Zeiss Jena,3. Liga,100000.0,339596,109,L2,113,L3,SSV Jahn Regensburg,Germany,FC Carl Zeiss Jena,Germany
1461,Tomasz Jodlowiec,Defensive Midfield,34,300000.0,Legia Warszawa,Ekstraklasa,Piast Gliwice,Ekstraklasa,100000.0,27261,255,PL1,6112,PL1,Legia Warszawa,Poland,Piast Gliwice,Poland
1470,Mo Adams,Central Midfield,23,500000.0,Chicago Fire,MLS,Atlanta United,MLS,89000.0,349781,432,MLS1,51663,MLS1,Chicago Fire,United States,Atlanta United FC,United States
1471,Romario Williams,Centre-Forward,25,450000.0,Atlanta United,MLS,Columbus Crew,MLS,89000.0,189782,51663,MLS1,813,MLS1,Atlanta United FC,United States,Columbus Crew SC,United States
1473,Mateusz Matras,Defensive Midfield,28,500000.0,Zaglebie Lubin,Ekstraklasa,Górnik Zabrze,Ekstraklasa,88000.0,153992,168,PL1,428,PL1,Zaglebie Lubin,Poland,Górnik Zabrze,Poland
1479,Leandro Putaro,Left Winger,22,300000.0,Arm. Bielefeld,2. Bundesliga,E. Braunschweig,3. Liga,80000.0,237732,10,L2,23,L3,Arminia Bielefeld,Germany,Eintracht Braunschweig,Germany
1482,Max Christiansen,Central Midfield,23,450000.0,Arm. Bielefeld,2. Bundesliga,Waldh. Mannheim,3. Liga,80000.0,192300,10,L2,85,L3,Arminia Bielefeld,Germany,SV Waldhof Mannheim,Germany
1489,Aristidis Soiledis,Left-Back,28,450000.0,FC Botosani,Liga 1,FCSB,Liga 1,75000.0,63490,8818,RO1,301,RO1,FC Botosani,Romania,FCSB,Romania
1493,Timothé Cognat,Central Midfield,21,450000.0,Olympique Lyon,Ligue 1,Servette FC,Super League,70000.0,324796,1041,FR1,61,C1,Olympique Lyon,France,Servette FC,Switzerland
1505,Michal Kopczynski,Defensive Midfield,27,350000.0,Legia Warszawa,Ekstraklasa,Arka Gdynia,Ekstraklasa,55000.0,235977,255,PL1,6107,PL1,Legia Warszawa,Poland,Arka Gdynia,Poland
1507,Nunoo Sarpei,Defensive Midfield,21,300000.0,VfB Stuttgart,2. Bundesliga,Greuther Fürth,2. Bundesliga,50000.0,451340,79,L2,65,L2,VfB Stuttgart,Germany,SpVgg Greuther Fürth,Germany
1524,Eric Miller,Right-Back,26,600000.0,Minnesota Utd.,MLS,NYCFC,MLS,50000.0,245315,56089,MLS1,40058,MLS1,Minnesota United FC,United States,New York City FC,United States
1525,Manu García,Goalkeeper,28,250000.0,Extremadura,LaLiga2,Ponferradina,LaLiga2,50000.0,446289,29095,ES2,4032,ES2,Extremadura UD,Spain,SD Ponferradina,Spain
1527,Borja López,Centre-Back,25,800000.0,Hajduk Split,1.HNL,Sporting Gijón,LaLiga2,50000.0,214770,447,KR1,2448,ES2,HNK Hajduk Split,Croatia,Sporting Gijón,Spain
1532,Alexandru Matel,Right-Back,30,450000.0,FC Hermannstadt,Liga 1,CS U Craiova,Liga 1,50000.0,48767,58049,RO1,40812,RO1,FC Hermannstadt,Romania,CS Universitatea Craiova,Romania
1540,Yehvann Diouf,Goalkeeper,20,300000.0,Troyes,Ligue 2,Reims,Ligue 1,0.0,448632,1095,FR2,1421,FR1,ES Troyes AC,France,Stade Reims,France
1541,Jordan Jones,Left Winger,24,750000.0,Kilmarnock FC,Premiership,Rangers,Premiership,0.0,249256,2553,SC1,124,SC1,Kilmarnock FC,Scotland,Rangers FC,Scotland
1542,Mathias Nielsen,Centre-Back,28,350000.0,AC Horsens,Superligaen,Randers FC,Superligaen,0.0,147112,2414,DK1,5724,DK1,AC Horsens,Denmark,Randers FC,Denmark
1543,Mimoun Mahi,Left Winger,25,3000000.0,FC Groningen,Eredivisie,FC Zürich,Super League,0.0,216815,202,NL1,260,C1,FC Groningen,Netherlands,FC Zürich,Switzerland
1545,Morten Thorsby,Central Midfield,23,2500000.0,Heerenveen,Eredivisie,Sampdoria,Serie A,0.0,226524,306,NL1,1038,IT1,SC Heerenveen,Netherlands,UC Sampdoria,Italy
1546,Kingsley Schindler,Right Winger,26,3000000.0,Holstein Kiel,2. Bundesliga,1. FC Köln,Bundesliga,0.0,153678,269,L2,3,L1,Holstein Kiel,Germany,1. FC Köln,Germany
1547,Scott Allan,Central Midfield,27,600000.0,Celtic,Premiership,Hibernian FC,Premiership,0.0,60904,371,SC1,903,SC1,Celtic FC,Scotland,Hibernian FC,Scotland
1548,Lior Refaelov,Attacking Midfield,33,900000.0,Club Brugge,Jupiler Pro League,Royal Antwerp,Jupiler Pro League,0.0,24484,2282,BE1,1096,BE1,Club Brugge KV,Belgium,Royal Antwerp FC,Belgium
1549,Mo El Hankouri,Left Winger,22,500000.0,Feyenoord,Eredivisie,FC Groningen,Eredivisie,0.0,384587,234,NL1,202,NL1,Feyenoord Rotterdam,Netherlands,FC Groningen,Netherlands
1550,Gauthier Gallon,Goalkeeper,26,700000.0,US Orléans,Ligue 2,Troyes,Ligue 2,0.0,193256,10868,FR2,1095,FR2,US Orléans,France,ES Troyes AC,France
1554,Jérémy Vachoux,Goalkeeper,25,600000.0,Lens,Ligue 2,US Orléans,Ligue 2,0.0,203770,826,FR2,10868,FR2,RC Lens,France,US Orléans,France
1555,Fabian Lustenberger,Centre-Back,31,2500000.0,Hertha BSC,Bundesliga,BSC Young Boys,Super League,0.0,42203,44,L1,452,C1,Hertha BSC,Germany,BSC Young Boys,Switzerland
1557,Erich Berko,Right Winger,25,600000.0,Dynamo Dresden,2. Bundesliga,SV Darmstadt 98,2. Bundesliga,0.0,124402,129,L2,105,L2,SG Dynamo Dresden,Germany,SV Darmstadt 98,Germany
1559,Rodney Ramagalela,Centre-Forward,30,650000.0,Polokwane City,ABSA Premiership,Highlands Park,ABSA Premiership,0.0,190264,21202,SFA1,43056,SFA1,Polokwane City FC,South Africa,Highlands Park FC,South Africa
1560,Luís Neto,Centre-Back,31,2500000.0,Zenit S-Pb,Premier Liga,Sporting CP,Liga NOS,0.0,56036,964,RU1,336,PO1,Zenit St. Petersburg,Russia,Sporting CP,Portugal
1561,Nicolai Poulsen,Central Midfield,26,600000.0,Randers FC,Superligaen,Aarhus GF,Superligaen,0.0,253210,5724,DK1,678,DK1,Randers FC,Denmark,Aarhus GF,Denmark
1562,Matthew Millar,Right-Back,23,400000.0,Central Coast,A-League,Newcastle,A-League,0.0,402770,6954,AUS1,5551,AUS1,Central Coast Mariners,Australia,Newcastle United Jets,Australia
1564,Salva Ruiz,Left-Back,24,400000.0,RCD Mallorca,LaLiga,Valencia,LaLiga,0.0,162063,237,ES1,1049,ES1,RCD Mallorca,Spain,Valencia CF,Spain
1565,Aaron Ramsey,Central Midfield,28,40000000.0,Arsenal,Premier League,Juventus,Serie A,0.0,50057,11,GB1,506,IT1,Arsenal FC,England,Juventus FC,Italy
1566,Marks Munyai,Right-Back,28,275000.0,Black Leopards,ABSA Premiership,Highlands Park,ABSA Premiership,0.0,370623,13487,SFA1,43056,SFA1,Black Leopards FC,South Africa,Highlands Park FC,South Africa
1567,Joshua Risdon,Right-Back,27,750000.0,Western Sydney,A-League,Western United,A-League,0.0,160614,36100,AUS1,71084,AUS1,Western Sydney Wanderers,Australia,Western United FC,Australia
1568,Jan Gyamerah,Right-Back,24,1500000.0,VfL Bochum,2. Bundesliga,Hamburger SV,2. Bundesliga,0.0,192840,80,L2,41,L2,VfL Bochum,Germany,Hamburger SV,Germany
1571,Caio,Left Winger,25,2000000.0,Al-Ain FC,UAE Gulf League,Benfica,Liga NOS,0.0,308441,2150,UAE1,294,PO1,Al-Ain FC,United Arab Emirates,SL Benfica,Portugal
1573,Michael Lansing,Goalkeeper,25,150000.0,Aalborg BK,Superligaen,AC Horsens,Superligaen,0.0,448696,1053,DK1,2414,DK1,Aalborg BK,Denmark,AC Horsens,Denmark
1574,Nasser Abdulhadi,Central Midfield,29,275000.0,Al-Wahda FC,UAE Gulf League,Ittihad Kalba,UAE Gulf League,0.0,374113,161,UAE1,38040,UAE1,Al-Wahda FC Abu Dhabi,United Arab Emirates,Al Ittihad Kalba Sports Club,United Arab Emirates
1576,Robbin Ruiter,Goalkeeper,32,2000000.0,Sunderland,League One,PSV Eindhoven,Eredivisie,0.0,81775,289,GB3,383,NL1,Sunderland AFC,England,PSV Eindhoven,Netherlands
1578,Apostolos Stamatelopoulos,Centre-Forward,20,75000.0,Adelaide United,A-League,Western United,A-League,0.0,547924,875,AUS1,71084,AUS1,Adelaide United,Australia,Western United FC,Australia
1579,Rico Benatelli,Central Midfield,27,750000.0,Dynamo Dresden,2. Bundesliga,FC St. Pauli,2. Bundesliga,0.0,86156,129,L2,35,L2,SG Dynamo Dresden,Germany,FC St. Pauli,Germany
1580,Aaron Calver,Right-Back,23,300000.0,Sydney FC,A-League,Western United,A-League,0.0,255162,8054,AUS1,71084,AUS1,Sydney FC,Australia,Western United FC,Australia
1581,Miguel Castroman,Attacking Midfield,24,700000.0,BSC Young Boys,Super League,FC Thun,Super League,0.0,183309,452,C1,938,C1,BSC Young Boys,Switzerland,FC Thun,Switzerland
1585,Nick Marsman,Goalkeeper,29,650000.0,FC Utrecht,Eredivisie,Feyenoord,Eredivisie,0.0,158104,200,NL1,234,NL1,FC Utrecht,Netherlands,Feyenoord Rotterdam,Netherlands
1586,Pelle van Amersfoort,Attacking Midfield,23,1000000.0,Heerenveen,Eredivisie,Cracovia Kraków,Ekstraklasa,0.0,262613,306,NL1,5689,PL1,SC Heerenveen,Netherlands,Cracovia Kraków,Poland
1588,Rafinha,Right-Back,34,3000000.0,Bayern Munich,Bundesliga,Flamengo,Série A,0.0,33947,27,L1,614,BRA1,Bayern Munich,Germany,Clube de Regatas do Flamengo,Brazil
1591,Mads Hvilsom,Centre-Forward,27,350000.0,Esbjerg fB,Superligaen,Hobro IK,Superligaen,0.0,89188,3426,DK1,5818,DK1,Esbjerg fB,Denmark,Hobro IK,Denmark
1594,Kristófer Kristinsson,Left Winger,20,450000.0,Willem II,Eredivisie,Grenoble,Ligue 2,0.0,400174,403,NL1,1290,FR2,Willem II Tilburg,Netherlands,Grenoble Foot 38,France
1595,Claudiu Belu,Right-Back,25,1200000.0,Astra Giurgiu,Liga 1,FCSB,Liga 1,0.0,208716,13499,RO1,301,RO1,Astra Giurgiu,Romania,FCSB,Romania
1596,Craig Halkett,Centre-Back,24,500000.0,Livingston FC,Premiership,Heart of Midl.,Premiership,0.0,253817,1241,SC1,43,SC1,Livingston FC,Scotland,Heart of Midlothian FC,Scotland
1597,Philipp Pentke,Goalkeeper,34,300000.0,Jahn Regensburg,2. Bundesliga,TSG Hoffenheim,Bundesliga,0.0,8246,109,L2,533,L1,SSV Jahn Regensburg,Germany,TSG 1899 Hoffenheim,Germany
1598,Alpha Sissoko,Right-Back,22,500000.0,Clermont Foot,Ligue 2,Saint-Étienne,Ligue 1,0.0,594992,3524,FR2,618,FR1,Clermont Foot Auvergne 63,France,AS Saint-Étienne,France
1601,Jeremy Dudziak,Central Midfield,24,1500000.0,FC St. Pauli,2. Bundesliga,Hamburger SV,2. Bundesliga,0.0,147359,35,L2,41,L2,FC St. Pauli,Germany,Hamburger SV,Germany
1605,Thomas Pledl,Attacking Midfield,25,1000000.0,FC Ingolstadt,3. Liga,F. Düsseldorf,Bundesliga,0.0,131561,4795,L3,38,L1,FC Ingolstadt 04,Germany,Fortuna Düsseldorf,Germany
1607,Declan Gallagher,Centre-Back,28,300000.0,Livingston FC,Premiership,Motherwell FC,Premiership,0.0,107544,1241,SC1,987,SC1,Livingston FC,Scotland,Motherwell FC,Scotland
1610,Harold Moukoudi,Centre-Back,21,3000000.0,AC Le Havre,Ligue 2,Saint-Étienne,Ligue 1,0.0,272636,738,FR2,618,FR1,AC Le Havre,France,AS Saint-Étienne,France
1613,Jonathan Aspropotamitis,Centre-Back,23,300000.0,Central Coast,A-League,Western United,A-League,0.0,363689,6954,AUS1,71084,AUS1,Central Coast Mariners,Australia,Western United FC,Australia
1614,Connor Pain,Left Winger,25,350000.0,Central Coast,A-League,Western United,A-League,0.0,257682,6954,AUS1,71084,AUS1,Central Coast Mariners,Australia,Western United FC,Australia
1615,Dennis Mast,Left Midfield,27,275000.0,Würzb. Kickers,3. Liga,Hallescher FC,3. Liga,0.0,93854,1557,L3,440,L3,Würzburger Kickers,Germany,Hallescher FC,Germany
1616,Mickey van der Hart,Goalkeeper,25,850000.0,PEC Zwolle,Eredivisie,Lech Poznan,Ekstraklasa,0.0,207048,1269,NL1,238,PL1,PEC Zwolle,Netherlands,Lech Poznan,Poland
1619,Jhonatan,Goalkeeper,28,1000000.0,Moreirense,Liga NOS,Vit. Guimarães,Liga NOS,0.0,212216,979,PO1,2420,PO1,Moreirense FC,Portugal,Vitória Guimarães SC,Portugal
1625,Adam Hlousek,Left-Back,30,850000.0,Legia Warszawa,Ekstraklasa,Viktoria Plzen,Fortuna Liga,0.0,62800,255,PL1,941,TS1,Legia Warszawa,Poland,FC Viktoria Plzen,Czech Republic
1628,David Niepsuj,Right-Back,24,300000.0,Pogon Szczecin,Ekstraklasa,Wisla Kraków,Ekstraklasa,0.0,184849,324,PL1,422,PL1,Pogon Szczecin,Poland,Wisla Kraków,Poland
1632,Ronald Vargas,Attacking Midfield,32,750000.0,Newcastle,A-League,KV Oostende,Jupiler Pro League,0.0,72567,5551,AUS1,2861,BE1,Newcastle United Jets,Australia,KV Oostende,Belgium
1633,Daniel Georgievski,Right-Back,31,400000.0,Newcastle,A-League,Western Sydney,A-League,0.0,47615,5551,AUS1,36100,AUS1,Newcastle United Jets,Australia,Western Sydney Wanderers,Australia
1634,Benedikt Zech,Centre-Back,28,750000.0,SCR Altach,Bundesliga,Pogon Szczecin,Ekstraklasa,0.0,83616,3551,A1,324,PL1,SC Rheindorf Altach,Austria,Pogon Szczecin,Poland
1635,Benjamin Goller,Right Winger,20,400000.0,FC Schalke 04,Bundesliga,Werder Bremen,Bundesliga,0.0,388058,33,L1,86,L1,FC Schalke 04,Germany,SV Werder Bremen,Germany
1639,Saleh Chihadeh,Centre-Forward,25,600000.0,SC Kriens,Challenge League,FC Thun,Super League,0.0,196220,2074,C2,938,C1,SC Kriens,Switzerland,FC Thun,Switzerland
1640,Ryan Babel,Left Winger,32,5000000.0,Fulham,Championship,Galatasaray,Süper Lig,0.0,16135,931,GB2,141,TR1,Fulham FC,England,Galatasaray SK,Turkey
1641,Jake Hastie,Left Winger,21,200000.0,Motherwell FC,Premiership,Rangers,Premiership,0.0,392375,987,SC1,124,SC1,Motherwell FC,Scotland,Rangers FC,Scotland
1642,Moreno Costanzo,Attacking Midfield,31,500000.0,FC Thun,Super League,FC St. Gallen,Super League,0.0,41207,938,C1,257,C1,FC Thun,Switzerland,FC St. Gallen 1879,Switzerland
1643,Yannick Cahuzac,Defensive Midfield,34,500000.0,Toulouse,Ligue 1,Lens,Ligue 2,0.0,44686,415,FR1,826,FR2,FC Toulouse,France,RC Lens,France
1644,Luke DeVere,Centre-Back,29,300000.0,Brisbane Roar,A-League,Wellington P.,A-League,0.0,80716,7831,AUS1,8445,AUS1,Brisbane Roar,Australia,Wellington Phoenix,New Zealand
1645,Ruon Tongyik,Centre-Back,22,300000.0,Brisbane Roar,A-League,Central Coast,A-League,0.0,410067,7831,AUS1,6954,AUS1,Brisbane Roar,Australia,Central Coast Mariners,Australia
1646,Jaushua Sotirio,Right Winger,24,300000.0,Western Sydney,A-League,Wellington P.,A-League,0.0,302818,36100,AUS1,8445,AUS1,Western Sydney Wanderers,Australia,Wellington Phoenix,New Zealand
1647,Yousif Abdulla,Goalkeeper,33,275000.0,Al-Wasl,UAE Gulf League,Ittihad Kalba,UAE Gulf League,0.0,134868,16214,UAE1,38040,UAE1,Al-Wasl Sports Club,United Arab Emirates,Al Ittihad Kalba Sports Club,United Arab Emirates
1648,Daniel Pudil,Left-Back,34,750000.0,Sheff Wed,Championship,Mladá Boleslav,Fortuna Liga,0.0,35583,1035,GB2,5546,TS1,Sheffield Wednesday,England,FK Mladá Boleslav,Czech Republic
1650,Dong-won Ji,Centre-Forward,28,1750000.0,FC Augsburg,Bundesliga,1.FSV Mainz 05,Bundesliga,0.0,164265,167,L1,39,L1,FC Augsburg,Germany,1.FSV Mainz 05,Germany
1651,Oliver Hüsing,Centre-Back,26,500000.0,Hansa Rostock,3. Liga,1.FC Heidenheim,2. Bundesliga,0.0,109436,30,L3,2036,L2,FC Hansa Rostock,Germany,1.FC Heidenheim 1846,Germany
1652,Jonas Lössl,Goalkeeper,30,5000000.0,Huddersfield,Championship,Everton,Premier League,0.0,48870,1110,GB2,29,GB1,Huddersfield Town,England,Everton FC,England
1654,Sten Grytebust,Goalkeeper,29,1000000.0,Odense BK,Superligaen,FC Copenhagen,Superligaen,0.0,73417,173,DK1,190,DK1,Odense Boldklub,Denmark,FC Copenhagen,Denmark
1655,Graeme Shinnie,Defensive Midfield,28,850000.0,Aberdeen FC,Premiership,Derby,Championship,0.0,95950,370,SC1,22,GB2,Aberdeen FC,Scotland,Derby County,England
1656,Lukas Boeder,Centre-Back,22,350000.0,SC Paderborn,Bundesliga,MSV Duisburg,3. Liga,0.0,227078,127,L1,52,L3,SC Paderborn 07,Germany,MSV Duisburg,Germany
1657,Jack Bonham,Goalkeeper,26,350000.0,Brentford,Championship,Gillingham FC,League One,0.0,209291,1148,GB2,2814,GB3,Brentford FC,England,Gillingham FC,England
1658,Vincent Vermeij,Centre-Forward,25,900000.0,Heracles Almelo,Eredivisie,MSV Duisburg,3. Liga,0.0,273054,1304,NL1,52,L3,Heracles Almelo,Netherlands,MSV Duisburg,Germany
1659,Yoann Barbet,Centre-Back,26,1000000.0,Brentford,Championship,QPR,Championship,0.0,159838,1148,GB2,1039,GB2,Brentford FC,England,Queens Park Rangers,England
1660,Erik Jendrisek,Centre-Forward,32,500000.0,AO Xanthi,Super League 1,Volos NPS,Super League 1,0.0,41369,128,GR1,60949,GR1,AO Xanthi,Greece,Volos NPS,Greece
1661,Sabin Merino,Left Winger,27,1000000.0,Athletic,LaLiga,CD Leganés,LaLiga,0.0,192736,621,ES1,1244,ES1,Athletic Bilbao,Spain,CD Leganés,Spain
1662,Taxiarchis Fountas,Centre-Forward,24,500000.0,SKN St. Pölten,Bundesliga,Rapid Vienna,Bundesliga,0.0,192409,2662,A1,170,A1,SKN St. Pölten,Austria,Rapid Vienna,Austria
1666,Kyle McFadzean,Centre-Back,32,500000.0,Burton Albion,League One,Coventry,League One,0.0,32526,2963,GB3,990,GB3,Burton Albion,England,Coventry City,England
1667,Mexer,Centre-Back,31,4000000.0,Stade Rennais,Ligue 1,G. Bordeaux,Ligue 1,0.0,127610,273,FR1,40,FR1,Stade Rennais FC,France,FC Girondins Bordeaux,France
1669,Matthias Hamrol,Goalkeeper,25,400000.0,Korona Kielce,Ekstraklasa,FC Emmen,Eredivisie,0.0,104267,6110,PL1,1283,NL1,Korona Kielce,Poland,FC Emmen,Netherlands
1670,Ivo Pinto,Right-Back,29,2000000.0,Norwich,Premier League,Dinamo Zagreb,1.HNL,0.0,82281,1123,GB1,419,KR1,Norwich City,England,GNK Dinamo Zagreb,Croatia
1671,Roy O'Donovan,Centre-Forward,34,500000.0,Newcastle,A-League,Brisbane Roar,A-League,0.0,34629,5551,AUS1,7831,AUS1,Newcastle United Jets,Australia,Brisbane Roar,Australia
1673,Marcel Hilßner,Right Winger,24,400000.0,Hansa Rostock,3. Liga,SC Paderborn,Bundesliga,0.0,153634,30,L3,127,L1,FC Hansa Rostock,Germany,SC Paderborn 07,Germany
1674,Jan-Marc Schneider,Centre-Forward,25,300000.0,FC St. Pauli,2. Bundesliga,Jahn Regensburg,2. Bundesliga,0.0,149354,35,L2,109,L2,FC St. Pauli,Germany,SSV Jahn Regensburg,Germany
1677,Stephen Ward,Left-Back,34,2000000.0,Burnley,Premier League,Stoke City,Championship,0.0,34691,1132,GB1,512,GB2,Burnley FC,England,Stoke City,England
1681,Steven Davis,Central Midfield,34,2000000.0,Southampton,Premier League,Rangers,Premiership,0.0,28973,180,GB1,124,SC1,Southampton FC,England,Rangers FC,Scotland
1683,Ousseynou Cissé,Defensive Midfield,28,700000.0,MK Dons,League One,Gillingham FC,League One,0.0,98827,991,GB3,2814,GB3,Milton Keynes Dons,England,Gillingham FC,England
1684,Stéphane Lambese,Right-Back,24,350000.0,FC Lorient,Ligue 2,US Orléans,Ligue 2,0.0,182876,1158,FR2,10868,FR2,FC Lorient,France,US Orléans,France
1685,Adrian Grbic,Centre-Forward,23,600000.0,SCR Altach,Bundesliga,Clermont Foot,Ligue 2,0.0,167342,3551,A1,3524,FR2,SC Rheindorf Altach,Austria,Clermont Foot Auvergne 63,France
1687,Conor Washington,Centre-Forward,27,1000000.0,Sheffield Utd.,Premier League,Heart of Midl.,Premiership,0.0,249815,350,GB1,43,SC1,Sheffield United,England,Heart of Midlothian FC,Scotland
1688,Martin Cranie,Centre-Back,33,350000.0,Sheffield Utd.,Premier League,Luton,Championship,0.0,27659,350,GB1,1031,GB2,Sheffield United,England,Luton Town,England
1689,Mario Kvesic,Attacking Midfield,27,400000.0,Erzgebirge Aue,2. Bundesliga,1.FC Magdeburg,3. Liga,0.0,166173,94,L2,187,L3,FC Erzgebirge Aue,Germany,1.FC Magdeburg,Germany
1691,Stefan Marinovic,Goalkeeper,28,500000.0,Bristol City,Championship,Wellington P.,A-League,0.0,120619,698,GB2,8445,AUS1,Bristol City,England,Wellington Phoenix,New Zealand
1692,Filip Kurto,Goalkeeper,28,600000.0,Wellington P.,A-League,Western United,A-League,0.0,104376,8445,AUS1,71084,AUS1,Wellington Phoenix,New Zealand,Western United FC,Australia
1693,Tom Lockyer,Centre-Back,24,250000.0,Bristol Rovers,League One,Charlton,Championship,0.0,207742,2455,GB3,358,GB2,Bristol Rovers,England,Charlton Athletic,England
1695,Sebastian Jung,Right-Back,29,500000.0,VfL Wolfsburg,Bundesliga,Hannover 96,2. Bundesliga,0.0,49730,82,L1,42,L2,VfL Wolfsburg,Germany,Hannover 96,Germany
1696,Pirmin Schwegler,Defensive Midfield,32,1000000.0,Hannover 96,2. Bundesliga,Western Sydney,A-League,0.0,14533,42,L2,36100,AUS1,Hannover 96,Germany,Western Sydney Wanderers,Australia
1697,Alex Remiro,Goalkeeper,24,1500000.0,Athletic,LaLiga,Real Sociedad,LaLiga,0.0,212862,621,ES1,681,ES1,Athletic Bilbao,Spain,Real Sociedad,Spain
1699,Alex Pearce,Centre-Back,30,750000.0,Derby,Championship,Millwall,Championship,0.0,47768,22,GB2,1028,GB2,Derby County,England,Millwall FC,England
1700,Nils Butzen,Right Midfield,26,400000.0,1.FC Magdeburg,3. Liga,Hansa Rostock,3. Liga,0.0,151105,187,L3,30,L3,1.FC Magdeburg,Germany,FC Hansa Rostock,Germany
1701,Patrick Göbel,Right Midfield,26,300000.0,Würzb. Kickers,3. Liga,Hallescher FC,3. Liga,0.0,94116,1557,L3,440,L3,Würzburger Kickers,Germany,Hallescher FC,Germany
1703,Konstantinos Stafylidis,Left-Back,25,3000000.0,FC Augsburg,Bundesliga,TSG Hoffenheim,Bundesliga,0.0,148967,167,L1,533,L1,FC Augsburg,Germany,TSG 1899 Hoffenheim,Germany
1705,Brendan Hamill,Centre-Back,27,400000.0,Western Sydney,A-League,Western United,A-League,0.0,147600,36100,AUS1,71084,AUS1,Western Sydney Wanderers,Australia,Western United FC,Australia
1706,Tunahan Cicek,Centre-Forward,27,450000.0,NE Xamax,Super League,FC Vaduz,Challenge League,0.0,154573,9084,C1,163,C2,Neuchâtel Xamax FCS,Switzerland,FC Vaduz,Liechtenstein
1708,Marvin Bartley,Defensive Midfield,33,350000.0,Hibernian FC,Premiership,Livingston FC,Premiership,0.0,66980,903,SC1,1241,SC1,Hibernian FC,Scotland,Livingston FC,Scotland
1710,Greg Stewart,Centre-Forward,29,600000.0,Birmingham,Championship,Rangers,Premiership,0.0,156775,337,GB2,124,SC1,Birmingham City,England,Rangers FC,Scotland
1712,Jin Izumisawa,Left Winger,27,500000.0,Pogon Szczecin,Ekstraklasa,Yokohama F. M.,J1 League,0.0,281158,324,PL1,3828,JAP1,Pogon Szczecin,Poland,Yokohama F. Marinos,Japan
1717,Max Kruse,Second Striker,31,12000000.0,Werder Bremen,Bundesliga,Fenerbahce,Süper Lig,0.0,36182,86,L1,36,TR1,SV Werder Bremen,Germany,Fenerbahce SK,Turkey
1718,Richard Neudecker,Central Midfield,22,800000.0,FC St. Pauli,2. Bundesliga,VVV-Venlo,Eredivisie,0.0,228953,35,L2,1426,NL1,FC St. Pauli,Germany,VVV-Venlo,Netherlands
1719,Michalis Manias,Centre-Forward,29,500000.0,Asteras Tripoli,Super League 1,Pogon Szczecin,Ekstraklasa,0.0,235745,6676,GR1,324,PL1,Asteras Tripolis,Greece,Pogon Szczecin,Poland
1722,Vincent Kompany,Centre-Back,33,8000000.0,Man City,Premier League,RSC Anderlecht,Jupiler Pro League,0.0,9594,281,GB1,58,BE1,Manchester City,England,RSC Anderlecht,Belgium
1725,Dedryck Boyata,Centre-Back,28,2000000.0,Celtic,Premiership,Hertha BSC,Bundesliga,0.0,88262,371,SC1,44,L1,Celtic FC,Scotland,Hertha BSC,Germany
1726,Evandro,Attacking Midfield,33,1500000.0,Hull City,Championship,Santos FC,Série A,0.0,53359,3008,GB2,221,BRA1,Hull City,England,Santos FC,Brazil
