ID,Player,Position,Age,MarketValue,TeamLeft,LeagueLeft,TeamJoined,LeagueJoined,TransferFee,PlayerID,TeamLeftID,LeagueLeftID,TeamJoinedID,LeagueJoinedID,TeamLeft2,CountryLeft,TeamJoined2,CountryJoined
2105,Nassim Ouammou,Left-Back,26,300 K €,US Boulogne,Championnat National,Rodez AF,Ligue 2,Free transfer,352125,7042,FR3,11273,FR2,US Boulogne,France,Rodez AF,France
2106,Corentin Jacob,Centre-Back,22,400 K €,Stade Brest 29,Ligue 1,Rodez AF,Ligue 2,Free transfer,272628,3911,FR1,11273,FR2,Stade Brest 29,France,Rodez AF,France
2107,Ádám Lang,Centre-Back,26,600 K €,CFR Cluj,Liga 1,Omonia Nikosia,First Division,Free transfer,168088,7769,RO1,829,ZYP1,CFR Cluj,Romania,Omonia Nicosia,Cyprus
2108,Alexandros Kouros,Left-Back,26,300 K €,AOK Kerkyra,Super League 2,KF Teuta,Kategoria Superiore,Free transfer,191854,5219,GRS2,3739,ALB1,AOK Kerkyra,Greece,KF Teuta,Albania
2109,Oswaldo Alanís,Centre-Back,30,"1,20 mil. €",Real Oviedo,LaLiga2,Chivas,Liga MX Apertura,Free transfer,106282,2497,ES2,6711,MEXA,Real Oviedo,Spain,Deportivo Guadalajara,Mexico
2110,Aleksandar Lutovac,Right Winger,22,800 K €,Rad,Super liga Srbije,Partizan,Super liga Srbije,Free transfer,257473,902,SER1,669,SER1,FK Rad,Serbia,FK Partizan Belgrade,Serbia
2111,Jaime Romero,Right Winger,29,400 K €,Córdoba CF,2ª B - Grupo IV,Qarabag Agdam,Premyer Liqasi,Free transfer,81998,993,ES3D,10625,AZ1,Córdoba CF,Spain,Qarabağ Ağdam,Azerbaijan
2112,Kodjo Fo Doh Laba,Centre-Forward,27,"1,00 mil. €",RS Berkane,Botola Pro,Al-Ain FC,UAE Gulf League,Free transfer,425973,37176,MAR1,2150,UAE1,Renaissance de Berkane,Morocco,Al-Ain FC,United Arab Emirates
2113,Zoran Josipovic,Centre-Forward,24,400 K €,FC Chiasso,Challenge League,PFC Beroe Stara Zagora,efbet Liga,Free transfer,186473,510,C2,6764,BU1,FC Chiasso,Switzerland,PFC Beroe Stara Zagora,Bulgaria
2114,Igor Vujacic,Centre-Back,25,325 K €,Zeta Golubovac,Telekom 1. CFL,Partizan,Super liga Srbije,Free transfer,227538,1004,MNE1,669,SER1,FK Zeta Golubovac,Montenegro,FK Partizan Belgrade,Serbia
2115,Vyacheslav Isupov,Goalkeeper,26,300 K €,Khimki,1.Division,Neftekhimik,1.Division,Free transfer,126340,3719,RU2,3733,RU2,FK Khimki,Russia,Neftekhimik Nizhnekamsk,Russia
2116,Egor Generalov,Goalkeeper,26,425 K €,SKA Khabarovsk,1.Division,Khimki,1.Division,Free transfer,104503,3690,RU2,3719,RU2,SKA Khabarovsk,Russia,FK Khimki,Russia
2117,Jeremy de Nooijer,Defensive Midfield,27,275 K €,Suduva,A Lyga,Al-Shamal,Qatar,Free transfer,248624,8047,LI1,10775,Suduva Marijampole,Lithuania,Al-Shamal,Qatar,
2118,Igor Lewczuk,Centre-Back,34,500 K €,G. Bordeaux,Ligue 1,Legia Warszawa,Ekstraklasa,Free transfer,63265,40,FR1,255,PL1,FC Girondins Bordeaux,France,Legia Warszawa,Poland
2119,Benedikt Röcker,Centre-Back,29,500 K €,Bröndby IF,Superligaen,Wehen Wiesbaden,2. Bundesliga,Free transfer,116272,206,DK1,108,L2,Bröndby IF,Denmark,SV Wehen Wiesbaden,Germany
2120,Muzafer Ejupi,Centre-Forward,31,500 K €,NK Osijek,1.HNL,Slaven Belupo,1.HNL,Free transfer,70920,327,KR1,2362,KR1,NK Osijek,Croatia,Slaven Belupo Koprivnica,Croatia
2121,Manuel Cabit,Left-Back,26,800 K €,AC Ajaccio,Ligue 2,FC Metz,Ligue 1,Free transfer,127075,1147,FR2,347,FR1,AC Ajaccio,France,FC Metz,France
2122,Pere Milla,Left Winger,27,700 K €,SD Eibar,LaLiga,Elche CF,LaLiga2,Free transfer,225593,1533,ES1,1531,ES2,SD Eibar,Spain,Elche CF,Spain
2123,João Victor,Defensive Midfield,30,700 K €,Anorthosis,First Division,Umm Salal,Stars League,Free transfer,54996,3899,ZYP1,10920,QSL,Anorthosis Famagusta,Cyprus,Umm Salal Sport Club,Qatar
2124,Abraham Minero,Left-Back,33,300 K €,Gimnàstic,2ª B - Grupo III,Racing,LaLiga2,Free transfer,95483,5648,ES3C,630,ES2,Gimnàstic de Tarragona,Spain,Racing Santander,Spain
2125,Sergey Breev,Central Midfield,32,350 K €,Orenburg,Premier Liga,Avangard Kursk,1.Division,Free transfer,146010,14589,RU1,11122,RU2,FK Orenburg,Russia,Avangard Kursk,Russia
2126,Augustine Loof,Centre-Back,23,275 K €,FC Eindhoven,Keuken Kampioen Divisie,Balzan FC,Premier League,Free transfer,257984,3892,NL2,32129,MAL1,FC Eindhoven,Netherlands,Balzan FC,Malta
2127,Abderrahmane Meziane Bentahar,Left Winger,25,"1,00 mil. €",USM Alger,Ligue Professionnelle 1,Al-Ain FC,UAE Gulf League,Free transfer,321198,6772,ALG1,2150,UAE1,USM Alger,Algeria,Al-Ain FC,United Arab Emirates
2128,Sertan Tashkyn,Right-Back,22,350 K €,Keshla,Premyer Liqasi,Sumgayit,Premyer Liqasi,Free transfer,351634,8956,AZ1,36999,AZ1,Keshla FK,Azerbaijan,Sumgayit PFC,Azerbaijan
2129,Konstantin Garbuz,Left-Back,31,300 K €,Tambov,Premier Liga,Enisey,1.Division,Free transfer,52088,41201,RU1,3714,RU2,FK Tambov,Russia,Enisey Krasnoyarsk,Russia
2130,William Cordeiro,Left Midfield,26,475 K €,FK Kukësi,Kategoria Superiore,FK Partizani,Kategoria Superiore,Free transfer,271368,27116,ALB1,4040,ALB1,FK Kukësi,Albania,FK Partizani,Albania
2131,Victor Rimniceanu,Goalkeeper,29,400 K €,Chiajna,Liga 2,FC Voluntari,Liga 1,Free transfer,213699,15945,RO2,40843,RO1,Concordia Chiajna,Romania,FC Voluntari,Romania
2132,Borja Fernández,Central Midfield,24,300 K €,Miedz Legnica,1 Liga,Asteras Tripoli,Super League 1,Free transfer,271988,8936,PL2,6676,GR1,Miedz Legnica,Poland,Asteras Tripolis,Greece
2133,Ilya Samoshnikov,Left-Back,21,300 K €,Shinnik,1.Division,Torpedo Moscow,1.Division,Free transfer,522030,2374,RU2,1186,RU2,Shinnik Yaroslavl,Russia,Torpedo Moscow,Russia
2134,Zlatko Dedic,Centre-Forward,35,350 K €,FC Wacker,2. Liga,WSG Tirol,Bundesliga,Free transfer,28835,2444,A2,2446,A1,FC Wacker Innsbruck,Austria,WSG Tirol,Austria
2135,Kamil Zakirov,Central Midfield,20,700 K €,Anzhi,PFL South,Rubin Kazan,Premier Liga,Free transfer,494353,2700,RPLS,2698,RU1,Anzhi Makhachkala,Russia,Rubin Kazan,Russia
2136,Yuri Dyupin,Goalkeeper,31,"1,20 mil. €",Anzhi,PFL South,Rubin Kazan,Premier Liga,Free transfer,228660,2700,RPLS,2698,RU1,Anzhi Makhachkala,Russia,Rubin Kazan,Russia
2137,Hilal Ben Moussa,Central Midfield,27,500 K €,FC Emmen,Eredivisie,Sepsi Sf. Gh.,Liga 1,Free transfer,223405,1283,NL1,54585,RO1,FC Emmen,Netherlands,Sepsi Sf. Gheorghe,Romania
2138,Mehdi Berrahma,Defensive Midfield,27,600 K €,FAR Rabat,Botola Pro,Qatar SC,Stars League,Free transfer,280378,9099,MAR1,965,QSL,FAR Rabat,Morocco,Qatar Sports Club,Qatar
2139,Mahamadou N'Diaye,Centre-Back,29,400 K €,Without Club,"FUS Rabat 



 Botola Pro",Botola Pro,Free transfer,160910,515,515,6371,MAR1,Without Club,FUS Rabat,Morocco,,
2140,Ciprian Tatarusanu,Goalkeeper,33,"2,50 mil. €",FC Nantes,Ligue 1,Olympique Lyon,Ligue 1,Free transfer,55282,995,FR1,1041,FR1,FC Nantes,France,Olympique Lyon,France
2141,Georgios Athanasiadis,Goalkeeper,26,500 K €,Asteras Tripoli,Super League 1,AEK Athens,Super League 1,Free transfer,234888,6676,GR1,2441,GR1,Asteras Tripolis,Greece,AEK Athens,Greece
2142,Adrián Spörle,Left-Back,24,"1,00 mil. €",CA Banfield,Superliga,Dundee United,Championship,Free transfer,440371,830,AR1N,1519,SC2,Club Atlético Banfield,Argentina,Dundee United FC,Scotland
2143,Christopher Mandiangu,Right Winger,27,400 K €,Septemvri Sofia,Vtora Liga,Widzew Lodz,2 Liga,Free transfer,37078,40416,BU2,88,PL2L,Septemvri Sofia,Bulgaria,Widzew Lodz,Poland
2144,Konstantinos Triantafyllopoulos,Centre-Back,26,500 K €,Asteras Tripoli,Super League 1,Pogon Szczecin,Ekstraklasa,Free transfer,185691,6676,GR1,324,PL1,Asteras Tripolis,Greece,Pogon Szczecin,Poland
2145,Adam Dzwigala,Centre-Back,24,350 K €,Wisla Plock,Ekstraklasa,Desportivo Aves,Liga NOS,Free transfer,236966,2118,PL1,3336,PO1,Wisla Plock,Poland,Desportivo Aves,Portugal
2146,Takefusa Kubo,Attacking Midfield,18,"2,00 mil. €",FC Tokyo,J1 League,Real Madrid,LaLiga,Free transfer,405398,6631,JAP1,418,ES1,FC Tokyo,Japan,Real Madrid,Spain
2147,David Caiado,Left Winger,32,350 K €,Gaz Metan,Liga 1,FC Hermannstadt,Liga 1,Free transfer,37414,8104,RO1,58049,RO1,Gaz Metan Medias,Romania,FC Hermannstadt,Romania
2148,Evgeni Lutsenko,Centre-Forward,32,"1,00 mil. €",Dinamo Moscow,Premier Liga,Arsenal Tula,Premier Liga,Free transfer,38801,121,RU1,3729,RU1,Dinamo Moscow,Russia,Arsenal Tula,Russia
2149,Tom Lebeau,Central Midfield,21,400 K €,FC Niort,Ligue 2,Stade Lavallois,Championnat National,Loan,504349,1161,FR2,1080,FR3,FC Chamois Niort,France,Stade Lavallois,France
2150,Thomas Robinet,Centre-Forward,23,300 K €,FC Sochaux,Ligue 2,FC Villefranche,Championnat National,Free transfer,290615,750,FR2,18633,FR3,FC Sochaux-Montbéliard,France,FC Villefranche-Beaujolais,France
2151,Malek Chergui,Right Winger,31,400 K €,Grenoble,Ligue 2,Valenciennes FC,Ligue 2,Free transfer,147009,1290,FR2,1423,FR2,Grenoble Foot 38,France,Valenciennes FC ,France
2152,Robbie Crawford,Central Midfield,25,300 K €,Ayr United,Championship,Livingston FC,Premiership,Free transfer,171374,1192,SC2,1241,SC1,Ayr United FC,Scotland,Livingston FC,Scotland
2153,Dustin Bomheuer,Centre-Back,28,450 K €,MSV Duisburg,3. Liga,1.FC Magdeburg,3. Liga,Free transfer,83241,52,L3,187,L3,MSV Duisburg,Germany,1.FC Magdeburg,Germany
2154,Gustavo Cabral,Centre-Back,34,"1,50 mil. €",Celta de Vigo,LaLiga,CF Pachuca,Liga MX Apertura,Free transfer,30677,940,ES1,4035,MEXA,Celta de Vigo,Spain,CF Pachuca,Mexico
2155,Raúl Garcia,Left-Back,30,"1,00 mil. €",Girona,LaLiga2,Getafe,LaLiga,Free transfer,139434,12321,ES2,3709,ES1,Girona FC,Spain,Getafe CF,Spain
2156,Jurgen Mattheij,Centre-Back,26,800 K €,Excelsior,Keuken Kampioen Divisie,Sparta R.,Eredivisie,Free transfer,188660,798,NL2,468,NL1,SBV Excelsior Rotterdam,Netherlands,Sparta Rotterdam,Netherlands
2157,Lee Wallace,Left-Back,32,800 K €,Rangers,Premiership,QPR,Championship,Free transfer,36657,124,SC1,1039,GB2,Rangers FC,Scotland,Queens Park Rangers,England
2158,Besir Demiri,Left Midfield,25,700 K €,FK Mariupol,Premier Liga,MSK Zilina,Fortuna Liga,Free transfer,343489,6993,UKR1,1443,SLO1,FK Mariupol,Ukraine,MSK Zilina,Slovakia
2159,Maksim Osipenko,Centre-Back,25,550 K €,Fakel Voronezh,1.Division,Tambov,Premier Liga,Free transfer,293829,1124,RU2,41201,RU1,Fakel Voronezh,Russia,FK Tambov,Russia
2160,Rubi Levkovich,Goalkeeper,31,300 K €,Hapoel Tel Aviv,Ligat ha'Al,Honvéd,NB I.,Free transfer,129812,1017,ISR1,709,UNG1,Hapoel Tel Aviv,Israel,Budapest Honvéd FC,Hungary
2161,Fidel,Left Winger,29,500 K €,UD Las Palmas,LaLiga2,Elche CF,LaLiga2,Free transfer,149231,472,ES2,1531,ES2,UD Las Palmas,Spain,Elche CF,Spain
2162,Samuel Sahin-Radlinger,Goalkeeper,26,300 K €,Hannover 96,2. Bundesliga,Barnsley FC,Championship,Free transfer,77563,42,L2,349,GB2,Hannover 96,Germany,Barnsley FC,England
2163,Josh Wright,Central Midfield,29,300 K €,Bradford,League Two,Leyton Orient,League Two,Free transfer,55898,1027,GB4,1150,GB4,Bradford City,England,Leyton Orient,England
2164,Mikhail Oparin,Goalkeeper,26,350 K €,SKA Khabarovsk,1.Division,Enisey,1.Division,Free transfer,293828,3690,RU2,3714,RU2,SKA Khabarovsk,Russia,Enisey Krasnoyarsk,Russia
2165,Clayton Donaldson,Centre-Forward,35,350 K €,Bolton,League One,Bradford,League Two,Free transfer,52721,355,GB3,1027,GB4,Bolton Wanderers,England,Bradford City,England
2166,Nenad Cvetkovic,Centre-Back,23,375 K €,Zemun,Prva liga Srbije,Vozdovac,Super liga Srbije,Free transfer,319482,3521,SER2,4634,SER1,FK Zemun,Serbia,FK Vozdovac,Serbia
2167,Emiljano Musta,Left Midfield,27,275 K €,Flamurtari FC,Kategoria Superiore,FK Kukësi,Kategoria Superiore,Free transfer,179462,12460,ALB1,27116,ALB1,Flamurtari FC,Albania,FK Kukësi,Albania
2168,Karim El Hany,Defensive Midfield,31,425 K €,Kawkab Marrakech,Morocco,Mouloudia,Botola Pro,Free transfer,155755,4697,22941,22941,Kawkab Marrakech,Morocco,Mouloudia d'Oujda,Morocco,
2169,Alex Kakuba,Left-Back,28,300 K €,Lori Vanadzor,Bardsragujn chumb,Cova Piedade,Liga Pro,Free transfer,255243,46505,ARM1,25817,PO2,FC Lori Vanadzor,Armenia,CD Cova Piedade,Portugal
2170,Jake McGing,Right-Back,25,350 K €,Wisla Plock,Ekstraklasa,Brisbane Roar,A-League,Free transfer,355721,2118,PL1,7831,AUS1,Wisla Plock,Poland,Brisbane Roar,Australia
2171,Thuram,Centre-Forward,28,300 K €,Monte Azul-SP,Brazil,PAS Lamia,Super League 1,Free transfer,258618,25671,3999,3999,Atlético Monte Azul (SP),Brazil,PAS Lamia 1964,Greece,
2172,Kemal Ademi,Centre-Forward,23,"1,50 mil. €",NE Xamax,Super League,FC Basel,Super League,Free transfer,333161,9084,C1,26,C1,Neuchâtel Xamax FCS,Switzerland,FC Basel 1893,Switzerland
2173,Murat Saglam,Right-Back,21,125 K €,Wolfsburg II,Regionalliga Nord,Fenerbahce,Süper Lig,Free transfer,339051,143,RLN3,36,TR1,VfL Wolfsburg II,Germany,Fenerbahce SK,Turkey
2174,Mamadou Samassa,Goalkeeper,29,"2,00 mil. €",Troyes,Ligue 2,Sivasspor,Süper Lig,Free transfer,72422,1095,FR2,2381,TR1,ES Troyes AC,France,Sivasspor,Turkey
2175,Romain Armand,Centre-Forward,32,500 K €,G. Ajaccio,Championnat National,Paris FC,Ligue 2,Free transfer,57344,3558,FR3,10004,FR2,GFC Ajaccio,France,Paris FC,France
2176,Bryan Pelé,Left Midfield,27,"1,50 mil. €",Troyes,Ligue 2,Guingamp,Ligue 2,Free transfer,170938,1095,FR2,855,FR2,ES Troyes AC,France,EA Guingamp,France
2177,Aleksandr Stolyarenko,Centre-Back,28,350 K €,Chaika Pes.,1.Division,Sokol Saratov,PFL Central,Free transfer,98492,36972,RU2,3834,RPLZ,Chaika Peschanokopskoe,Russia,Sokol Saratov,Russia
2178,Oleg Danchenko,Right-Back,25,"2,50 mil. €",Shakhtar D.,Premier Liga,Rubin Kazan,Premier Liga,Free transfer,257937,660,UKR1,2698,RU1,Shakhtar Donetsk,Ukraine,Rubin Kazan,Russia
2179,Joël Mall,Goalkeeper,28,500 K €,Pafos FC,First Division,Apol. Limassol,First Division,Free transfer,78868,45457,ZYP1,429,ZYP1,Pafos FC,Cyprus,Apollon Limassol,Cyprus
2180,Vítor São Bento,Goalkeeper,27,500 K €,Covilhã,Liga Pro,AO Xanthi,Super League 1,Free transfer,276474,10140,PO2,128,GR1,SC Covilhã,Portugal,AO Xanthi,Greece
2181,Charilaos Charisis,Central Midfield,24,700 K €,PAOK Salonika,Super League 1,Atromitos Athen,Super League 1,Free transfer,257482,1091,GR1,3060,GR1,PAOK Thessaloniki,Greece,Atromitos Athen,Greece
2182,Nemanja Nikolic,Defensive Midfield,31,450 K €,FK Minsk,Vysheyshaya Liga,Vozdovac,Super liga Srbije,Free transfer,47522,23664,WER1,4634,SER1,FK Minsk,Belarus,FK Vozdovac,Serbia
2183,Timur Pukhov,Attacking Midfield,21,275 K €,Zalgiris,A Lyga,Shinnik,1.Division,Free transfer,382533,602,LI1,2374,RU2,Zalgiris Vilnius,Lithuania,Shinnik Yaroslavl,Russia
2184,Willians,Second Striker,31,500 K €,Al Khor,Stars League,CRB,Série B,Free transfer,68845,5381,QSL,11449,BRA2,Al Khor Sports Club,Qatar,Clube de Regatas Brasil (AL),Brazil
2185,Maksim Kazankov,Right Winger,32,400 K €,SKA Khabarovsk,1.Division,Tom Tomsk,1.Division,Free transfer,139133,3690,RU2,3691,RU2,SKA Khabarovsk,Russia,Tom Tomsk,Russia
2186,Roman Bugaev,Left-Back,30,400 K €,Tom Tomsk,1.Division,Enisey,1.Division,Free transfer,48706,3691,RU2,3714,RU2,Tom Tomsk,Russia,Enisey Krasnoyarsk,Russia
2187,Pavel Kireenko,Left Winger,25,400 K €,Sibir,Russia,Tom Tomsk,1.Division,Free transfer,217026,10688,3691,3691,Sibir Novosibirsk,Russia,Tom Tomsk,Russia,
2188,Nias Hefti,Left-Back,20,450 K €,FC St. Gallen,Super League,FC Thun,Super League,Free transfer,410634,257,C1,938,C1,FC St. Gallen 1879,Switzerland,FC Thun,Switzerland
2189,Vitali Kalenkovich,Right Midfield,26,450 K €,Baltika,1.Division,Tom Tomsk,1.Division,Free transfer,217235,2741,RU2,3691,RU2,Baltika Kaliningrad,Russia,Tom Tomsk,Russia
2190,Nermin Hajdarevic,Right Winger,20,300 K €,Zrinjski Mostar,Premijer Liga,Celik Zenica,Premijer Liga,Free transfer,402655,6808,BOS1,765,BOS1,HSK Zrinjski Mostar,Bosnia-Herzegovina,NK Celik Zenica,Bosnia-Herzegovina
2191,Jhon Cley,Attacking Midfield,25,300 K €,Alagoano,Série A,Marítimo,Liga NOS,Free transfer,236772,18545,BRA1,1301,PO1,Centro Sportivo Alagoano (AL),Brazil,CS Marítimo,Portugal
2192,Jean Cleber,Central Midfield,29,700 K €,Marítimo,Liga NOS,Alagoano,Série A,Loan,187697,1301,PO1,18545,BRA1,CS Marítimo,Portugal,Centro Sportivo Alagoano (AL),Brazil
2193,Anton Belov,Centre-Back,23,400 K €,Anzhi,PFL South,Pyunik Erevan,Bardsragujn chumb,Free transfer,425746,2700,RPLS,10301,ARM1,Anzhi Makhachkala,Russia,FC Pyunik Erewan,Armenia
2194,Élton Calé,Right Winger,31,450 K €,Flamurtari FC,Kategoria Superiore,KF Tirana,Kategoria Superiore,Free transfer,122945,12460,ALB1,2049,ALB1,Flamurtari FC,Albania,KF Tirana,Albania
2195,Mikhail Markin,Centre-Forward,25,275 K €,Mordovia,1.Division,Baltika,1.Division,Free transfer,184071,11126,RU2,2741,RU2,Mordovia Saransk,Russia,Baltika Kaliningrad,Russia
2196,Moussa Djitté,Centre-Forward,20,750 K €,FC Sion,Super League,Grenoble,Ligue 2,Free transfer,591796,321,C1,1290,FR2,FC Sion,Switzerland,Grenoble Foot 38,France
2197,Lukas Vrastil,Centre-Back,25,350 K €,Zbrojovka Brno,FNL,FC Zlin,Fortuna Liga,Free transfer,147557,5225,TS2,5545,TS1,FC Zbrojovka Brno,Czech Republic,FC FASTAV Zlin,Czech Republic
2198,Stanislav Buchnev,Goalkeeper,29,350 K €,Tyumen,PFL Ural-Povolzje,Fakel Voronezh,1.Division,Free transfer,151787,12054,RPLU,1124,RU2,FK Tyumen,Russia,Fakel Voronezh,Russia
2199,Ivan Chudin,Defensive Midfield,29,400 K €,Tyumen,PFL Ural-Povolzje,Nizhny Novgorod,1.Division,Free transfer,123485,12054,RPLU,49702,RU2,FK Tyumen,Russia,FK Nizhny Novgorod,Russia
2200,Artur Ryabokobylenko,Central Midfield,28,350 K €,Tyumen,PFL Ural-Povolzje,Fakel Voronezh,1.Division,Free transfer,124234,12054,RPLU,1124,RU2,FK Tyumen,Russia,Fakel Voronezh,Russia
2201,Maxime Spano,Centre-Back,24,800 K €,Grenoble,Ligue 2,Valenciennes FC,Ligue 2,Free transfer,329221,1290,FR2,1423,FR2,Grenoble Foot 38,France,Valenciennes FC ,France
2202,Jordan Leborgne,Central Midfield,24,400 K €,Berja CF,Spain,EA Guingamp B,France,Free transfer,379742,56499,12748,12748,Spain,EA Guingamp B,France,,
2203,Andrei Burlacu,Left Winger,22,400 K €,CS U Craiova,Liga 1,Chindia,Liga 1,Loan,415457,40812,RO1,12680,RO1,CS Universitatea Craiova,Romania,CF Chindia Targoviste,Romania
2204,Ljuban Crepulja,Defensive Midfield,26,400 K €,FK Sarajevo,Premijer Liga,Astra Giurgiu,Liga 1,Free transfer,238474,282,BOS1,13499,RO1,FK Sarajevo,Bosnia-Herzegovina,Astra Giurgiu,Romania
2205,Diego Gómez,Right Midfield,30,-,Patriotas,Liga Águila II,Unknown,Free transfer,312915,18231,18231,75,75,Boyacá Patriotas FC,Colombia,Unknown,,
2206,Aatif Chahechouhe,Attacking Midfield,33,500 K €,C. Rizespor,Süper Lig,Antalyaspor,Süper Lig,Free transfer,73480,126,TR1,589,TR1,Caykur Rizespor,Turkey,Antalyaspor,Turkey
2207,Moreno Rutten,Right Midfield,26,750 K €,VVV-Venlo,Eredivisie,Crotone,Serie B,Free transfer,187296,1426,NL1,4083,IT2,VVV-Venlo,Netherlands,FC Crotone,Italy
2208,Craig Noone,Right Winger,31,750 K €,Bolton,League One,Melbourne City,A-League,Free transfer,81202,355,GB3,25580,AUS1,Bolton Wanderers,England,Melbourne City FC,Australia
2209,Vladislav Kamilov,Central Midfield,24,600 K €,Shinnik,1.Division,SKA Khabarovsk,1.Division,Free transfer,152962,2374,RU2,3690,RU2,Shinnik Yaroslavl,Russia,SKA Khabarovsk,Russia
2210,Reuben Yem,Right-Back,21,300 K €,AS Trencin,Fortuna Liga,KAA Gent,Jupiler Pro League,Free transfer,575047,7918,SLO1,157,BE1,AS Trencin,Slovakia,KAA Gent,Belgium
2211,Stevan Lukovic,Defensive Midfield,26,300 K €,Dobanovci,Prva liga Srbije,SV Lafnitz,2. Liga,Free transfer,139742,32111,SER2,19536,A2,FK Buducnost Dobanovci,Serbia,SV Lafnitz,Austria
2212,Yuri Lebedev,Right-Back,32,300 K €,Mordovia,1.Division,Nizhny Novgorod,1.Division,Free transfer,48537,11126,RU2,49702,RU2,Mordovia Saransk,Russia,FK Nizhny Novgorod,Russia
2213,Igor Kireev,Right Midfield,27,450 K €,Mordovia,1.Division,Enisey,1.Division,Free transfer,104605,11126,RU2,3714,RU2,Mordovia Saransk,Russia,Enisey Krasnoyarsk,Russia
2214,Sebastian Feyrer,Centre-Back,22,275 K €,SV Kapfenberg,2. Liga,A. Lustenau,2. Liga,Free transfer,258312,2394,A2,541,A2,SV Kapfenberg,Austria,SC Austria Lustenau,Austria
2215,Quentin Bernard,Left-Back,30,800 K €,Stade Brest 29,Ligue 1,AJ Auxerre,Ligue 2,Free transfer,98262,3911,FR1,290,FR2,Stade Brest 29,France,AJ Auxerre,France
2216,Alexandre Coeff,Centre-Back,27,900 K €,G. Ajaccio,Championnat National,AJ Auxerre,Ligue 2,Free transfer,89450,3558,FR3,290,FR2,GFC Ajaccio,France,AJ Auxerre,France
2217,Nathan Bizet,Centre-Forward,22,300 K €,AJ Auxerre,Ligue 2,Dunkerque,Championnat National,Free transfer,412694,290,FR2,9202,FR3,AJ Auxerre,France,USL Dunkerque,France
2218,Vincent Sasso,Centre-Back,28,"1,50 mil. €",Belenenses SAD,Liga NOS,Servette FC,Super League,Free transfer,122115,2457,PO1,61,C1,Belenenses SAD,Portugal,Servette FC,Switzerland
2219,Esin Hakaj,Left-Back,22,350 K €,KF Teuta,Kategoria Superiore,FK Partizani,Kategoria Superiore,Free transfer,355045,3739,ALB1,4040,ALB1,KF Teuta,Albania,FK Partizani,Albania
2220,Manfred Starke,Attacking Midfield,28,275 K €,Carl Zeiss Jena,3. Liga,1.FC K'lautern,3. Liga,Free transfer,83707,113,L3,2,L3,FC Carl Zeiss Jena,Germany,1.FC Kaiserslautern,Germany
2221,André Neitzke,Centre-Back,32,500 K €,FC Sion,Super League,NE Xamax,Super League,Free transfer,164646,321,C1,9084,C1,FC Sion,Switzerland,Neuchâtel Xamax FCS,Switzerland
2222,Reginaldo,Centre-Forward,29,550 K €,FK Kukësi,Kategoria Superiore,Shakhter K.,Premier Liga,Free transfer,221799,27116,ALB1,10480,KAS1,FK Kukësi,Albania,Shakhter Karaganda,Kazakhstan
2223,Omenuke Mfulu,Defensive Midfield,25,400 K €,Red Star FC,Championnat National,Elche CF,LaLiga2,Free transfer,203516,1154,FR3,1531,ES2,Red Star FC,France,Elche CF,Spain
2224,Sorin Busu,Left-Back,30,450 K €,Gaz Metan,Liga 1,FC Hermannstadt,Liga 1,Free transfer,57679,8104,RO1,58049,RO1,Gaz Metan Medias,Romania,FC Hermannstadt,Romania
2225,Bogdan Mitrea,Centre-Back,32,350 K €,Doxa Katokopias,First Division,Spartak Trnava,Fortuna Liga,Free transfer,208866,3393,ZYP1,365,SLO1,Doxa Katokopias,Cyprus,Spartak Trnava,Slovakia
2226,Giannis Kargas,Centre-Back,24,300 K €,PAS Giannina,Super League 2,Levski Sofia,efbet Liga,Free transfer,242758,2671,GRS2,156,BU1,PAS Giannina,Greece,Levski Sofia,Bulgaria
2227,Akim Zedadka,Right-Back,24,400 K €,Marignane G. FC,France,Clermont Foot,Ligue 2,Free transfer,327863,57930,3524,3524,Marignane Gignac FC,France,Clermont Foot Auvergne 63,France,
2228,José Alberto Cañas,Defensive Midfield,32,"1,25 mil. €",PAOK Salonika,Super League 1,Red Star,Super liga Srbije,Free transfer,69609,1091,GR1,159,SER1,PAOK Thessaloniki,Greece,Red Star Belgrade,Serbia
2229,Milan Radin,Defensive Midfield,28,600 K €,Aktobe,Premier Liga,Korona Kielce,Ekstraklasa,Free transfer,169268,10157,KAS1,6110,PL1,FK Aktobe,Kazakhstan,Korona Kielce,Poland
2230,Aslan Darabaev,Centre-Forward,30,500 K €,Irtysh,Premier Liga,Zhetysu,Premier Liga,Free transfer,135945,10540,KAS1,15299,KAS1,Irtysh Pavlodar,Kazakhstan,Zhetysu Taldykorgan,Kazakhstan
2231,Nikola Petrovic,Goalkeeper,31,500 K €,Napredak,Super liga Srbije,Radnicki Nis,Super liga Srbije,Free transfer,51143,788,SER1,7567,SER1,FK Napredak Krusevac,Serbia,FK Radnicki Nis,Serbia
2232,Mikhail Smirnov,Centre-Back,29,300 K €,Sibir,Russia,Fakel Voronezh,1.Division,Free transfer,55420,10688,1124,1124,Sibir Novosibirsk,Russia,Fakel Voronezh,Russia,
2233,Vitali Galysh,Centre-Forward,29,300 K €,Sibir,Russia,Sokol Saratov,PFL Central,Free transfer,55534,10688,3834,3834,Sibir Novosibirsk,Russia,Sokol Saratov,Russia,
