ID,Player,Position,Age,MarketValue,TeamLeft,LeagueLeft,TeamJoined,LeagueJoined,TransferFee,PlayerID,TeamLeftID,LeagueLeftID,TeamJoinedID,LeagueJoinedID,TeamLeft2,CountryLeft,TeamJoined2,CountryJoined
365,Koffi Djidji,Centre-Back,26,"5,00 mil. €",FC Nantes,Ligue 1,Torino,Serie A,"4,50 mil. €",183031,995,FR1,416,IT1,FC Nantes,France,Torino FC,Italy
366,Andy Delort,Centre-Forward,28,"12,50 mil. €",Toulouse,Ligue 1,Montpellier,Ligue 1,"4,50 mil. €",122797,415,FR1,969,FR1,FC Toulouse,France,HSC Montpellier,France
367,Woo-yeong Jeong,Right Winger,20,"2,00 mil. €",FC Bayern II,3. Liga,SC Freiburg,Bundesliga,"4,50 mil. €",297583,28,L3,60,L1,FC Bayern Munich II,Germany,SC Freiburg,Germany
368,Fabio Depaoli,Right-Back,22,"5,00 mil. €",Chievo Verona,Serie B,Sampdoria,Serie A,"4,50 mil. €",324282,862,IT2,1038,IT1,Chievo Verona,Italy,UC Sampdoria,Italy
369,Rúben Semedo,Centre-Back,25,"2,00 mil. €",Villarreal,LaLiga,Olympiacos,Super League 1,"4,50 mil. €",197602,1050,ES1,683,GR1,Villarreal CF,Spain,Olympiacos Piraeus,Greece
370,Alexander Djiku,Centre-Back,25,"8,00 mil. €",SM Caen,Ligue 2,R. Strasbourg,Ligue 1,"4,50 mil. €",250844,1162,FR2,667,FR1,SM Caen,France,RC Strasbourg Alsace,France
371,Lucien Agoume,Central Midfield,17,"3,50 mil. €",FC Sochaux,Ligue 2,Inter,Serie A,"4,50 mil. €",569384,750,FR2,46,IT1,FC Sochaux-Montbéliard,France,Inter Milan,Italy
372,Denis Bouanga,Left Winger,24,"6,00 mil. €",Nîmes Olympique,Ligue 1,Saint-Étienne,Ligue 1,"4,50 mil. €",236045,1160,FR1,618,FR1,Nîmes Olympique,France,AS Saint-Étienne,France
373,Fernando,Defensive Midfield,32,"4,50 mil. €",Galatasaray,Süper Lig,Sevilla FC,LaLiga,"4,50 mil. €",51174,141,TR1,368,ES1,Galatasaray SK,Turkey,Sevilla FC,Spain
374,Leonardo Mancuso,Centre-Forward,27,"2,50 mil. €",Juventus,Serie A,FC Empoli,Serie B,"4,50 mil. €",160344,506,IT1,749,IT2,Juventus FC,Italy,FC Empoli,Italy
375,Michael Ngadeu Ngadjui,Centre-Back,28,"4,50 mil. €",Slavia Prag,Fortuna Liga,KAA Gent,Jupiler Pro League,"4,50 mil. €",227239,62,TS1,157,BE1,SK Slavia Prag,Czech Republic,KAA Gent,Belgium
376,Jack Stacey,Right-Back,23,-,Luton,Championship,Bournemouth,Premier League,"4,45 mil. €",249356,1031,GB2,989,GB1,Luton Town,England,AFC Bournemouth,England
377,Tommy Smith,Right-Back,27,"3,00 mil. €",Huddersfield,Championship,Stoke City,Championship,"4,45 mil. €",121398,1110,GB2,512,GB2,Huddersfield Town,England,Stoke City,England
378,Aden Flint,Centre-Back,30,"7,00 mil. €",Middlesbrough,Championship,Cardiff,Championship,"4,45 mil. €",105324,641,GB2,603,GB2,Middlesbrough FC,England,Cardiff City,Wales
379,Guillermo Fernández,Attacking Midfield,28,"6,00 mil. €",Racing Club,Superliga,CD Cruz Azul,Liga MX Apertura,"4,43 mil. €",220647,1444,AR1N,3711,MEXA,Racing Club,Argentina,CD Cruz Azul,Mexico
380,Ángelo Araos,Attacking Midfield,22,"4,00 mil. €",U. de Chile,Primera División,Corinthians,Série A,"4,40 mil. €",403148,1037,CLPD,199,BRA1,Club Universidad de Chile,Chile,Sport Club Corinthians Paulista,Brazil
381,Morgan Rogers,Left Winger,17,-,West Brom U18,U18 Premier League,Man City U23,Premier League 2,"4,40 mil. €",503743,6951,GB18,9265,GB21,West Bromwich Albion U18,England,Manchester City U23,England
382,Charlie Austin,Centre-Forward,30,"8,00 mil. €",Southampton,Premier League,West Brom,Championship,"4,30 mil. €",129627,180,GB1,984,GB2,Southampton FC,England,West Bromwich Albion,England
383,John Mary,Centre-Forward,26,"1,20 mil. €",MZ Hakka,League One,SZ FC,Super League,"4,10 mil. €",354214,38929,CLO,1320,CSL,Meizhou Hakka,China,Shenzhen FC,China
384,Luca Zanimacchia,Right Winger,21,275 K €,Genoa,Serie A,Juventus U23,Serie C - A,"4,00 mil. €",407265,252,IT1,41101,IT3A,Genoa CFC,Italy,Juventus U23,Italy
385,Jonathan Schmid,Right-Back,29,"5,00 mil. €",FC Augsburg,Bundesliga,SC Freiburg,Bundesliga,"4,00 mil. €",70285,167,L1,60,L1,FC Augsburg,Germany,SC Freiburg,Germany
386,Björn Engels,Centre-Back,25,"6,00 mil. €",Olympiacos,Super League 1,Reims,Ligue 1,"4,00 mil. €",193469,683,GR1,1421,FR1,Olympiacos Piraeus,Greece,Stade Reims,France
387,Sergio León,Centre-Forward,30,"3,00 mil. €",Real Betis,LaLiga,Levante,LaLiga,"4,00 mil. €",145769,150,ES1,3368,ES1,Real Betis Balompié,Spain,Levante UD,Spain
388,Dejan Joveljic,Centre-Forward,20,"4,00 mil. €",Red Star,Super liga Srbije,E. Frankfurt,Bundesliga,"4,00 mil. €",336382,159,SER1,24,L1,Red Star Belgrade,Serbia,Eintracht Frankfurt,Germany
389,Birger Verstraete,Defensive Midfield,25,"4,00 mil. €",KAA Gent,Jupiler Pro League,1. FC Köln,Bundesliga,"4,00 mil. €",234193,157,BE1,3,L1,KAA Gent,Belgium,1. FC Köln,Germany
390,Pawel Jaroszynski,Left-Back,25,400 K €,Chievo Verona,Serie B,Genoa,Serie A,"4,00 mil. €",287600,862,IT2,252,IT1,Chievo Verona,Italy,Genoa CFC,Italy
391,Chiquinho,Second Striker,24,"6,00 mil. €",Moreirense,Liga NOS,Benfica,Liga NOS,"4,00 mil. €",334557,979,PO1,294,PO1,Moreirense FC,Portugal,SL Benfica,Portugal
392,Mattias Andersson,Centre-Back,21,50 K €,Juventus U23,Serie C - A,FC Sion,Super League,"4,00 mil. €",342407,41101,IT3A,321,C1,Juventus U23,Italy,FC Sion,Switzerland
393,Carlos Gruezo,Defensive Midfield,24,"2,00 mil. €",FC Dallas,MLS,FC Augsburg,Bundesliga,"4,00 mil. €",189475,8816,MLS1,167,L1,FC Dallas,United States,FC Augsburg,Germany
394,Nicolae Stanciu,Attacking Midfield,26,"3,50 mil. €",Ahli,Professional League,Slavia Prag,Fortuna Liga,"4,00 mil. €",148372,18487,SA1,62,TS1,Al-Ahli Jeddah,Saudi Arabia,SK Slavia Prag,Czech Republic
395,Nana Ampomah,Left Winger,23,"2,50 mil. €",Waasl.-Beveren,Jupiler Pro League,F. Düsseldorf,Bundesliga,"4,00 mil. €",429086,28643,BE1,38,L1,Waasland-Beveren,Belgium,Fortuna Düsseldorf,Germany
396,Ianis Hagi,Attacking Midfield,20,"6,00 mil. €",FC Viitorul,Liga 1,KRC Genk,Jupiler Pro League,"4,00 mil. €",282076,29831,RO1,1184,BE1,FC Viitorul ,Romania,KRC Genk,Belgium
397,Edu Expósito,Central Midfield,23,"4,00 mil. €",Dep. La Coruña,LaLiga2,SD Eibar,LaLiga,"4,00 mil. €",506248,897,ES2,1533,ES1,Deportivo de La Coruña,Spain,SD Eibar,Spain
398,Marc Cucurella,Left-Back,21,"10,00 mil. €",SD Eibar,LaLiga,FC Barcelona,LaLiga,"4,00 mil. €",284857,1533,ES1,131,ES1,SD Eibar,Spain,FC Barcelona,Spain
399,Reziuan Mirzov,Left Winger,26,"2,50 mil. €",Rostov,Premier Liga,Spartak Moscow,Premier Liga,"4,00 mil. €",232093,1083,RU1,232,RU1,FK Rostov,Russia,Spartak Moscow,Russia
400,Manu García,Attacking Midfield,21,"5,00 mil. €",Man City,Premier League,Sporting Gijón,LaLiga2,"4,00 mil. €",277118,281,GB1,2448,ES2,Manchester City,England,Sporting Gijón,Spain
401,Sebastian Rode,Central Midfield,29,"3,00 mil. €",Bor. Dortmund,Bundesliga,E. Frankfurt,Bundesliga,"4,00 mil. €",44466,16,L1,24,L1,Borussia Dortmund,Germany,Eintracht Frankfurt,Germany
402,Lucas Romero,Defensive Midfield,25,"2,50 mil. €",Cruzeiro,Série A,Independiente,Superliga,"4,00 mil. €",242201,609,BRA1,1234,AR1N,Cruzeiro Esporte Clube,Brazil,Club Atlético Independiente,Argentina
403,Jordan Larsson,Centre-Forward,22,800 K €,Norrköping,Allsvenskan,Spartak Moscow,Premier Liga,"4,00 mil. €",308552,2844,SE1,232,RU1,IFK Norrköping,Sweden,Spartak Moscow,Russia
404,Edouard Mendy,Goalkeeper,27,"9,00 mil. €",Reims,Ligue 1,Stade Rennais,Ligue 1,"4,00 mil. €",442531,1421,FR1,273,FR1,Stade Reims,France,Stade Rennais FC,France
405,Kevin Danso,Centre-Back,21,"8,00 mil. €",FC Augsburg,Bundesliga,Southampton,Premier League,"Loan fee:4,00 mil. €",263236,167,L1,180,GB1,FC Augsburg,Germany,Southampton FC,England
406,Lamine Fomba,Defensive Midfield,21,"2,50 mil. €",AJ Auxerre,Ligue 2,Nîmes Olympique,Ligue 1,"4,00 mil. €",391376,290,FR2,1160,FR1,AJ Auxerre,France,Nîmes Olympique,France
407,Georges-Kevin N'Koudou,Left Winger,24,"5,00 mil. €",Spurs,Premier League,Besiktas,Süper Lig,"4,00 mil. €",215679,148,GB1,114,TR1,Tottenham Hotspur,England,Besiktas JK,Turkey
408,Darwin Núñez,Centre-Forward,20,750 K €,Peñarol,Primera División,UD Almería,LaLiga2,"4,00 mil. €",546543,861,URUC,3302,ES2,CA Peñarol,Uruguay,UD Almería,Spain
409,Yannick Gomis,Centre-Forward,27,"1,00 mil. €",Lens,Ligue 2,Guingamp,Ligue 2,"4,00 mil. €",220848,826,FR2,855,FR2,RC Lens,France,EA Guingamp,France
410,Jean-Kévin Augustin,Centre-Forward,22,"16,00 mil. €",RB Leipzig,Bundesliga,Monaco,Ligue 1,"Loan fee:4,00 mil. €",264956,23826,L1,162,FR1,RB Leipzig,Germany,AS Monaco,Monaco
411,Egor Sorokin,Centre-Back,23,"4,00 mil. €",Rubin Kazan,Premier Liga,Krasnodar,Premier Liga,"4,00 mil. €",288721,2698,RU1,16704,RU1,Rubin Kazan,Russia,FK Krasnodar,Russia
412,Hichem Boudaoui,Central Midfield,20,"1,40 mil. €",Paradou AC,Ligue Professionnelle 1,OGC Nice,Ligue 1,"4,00 mil. €",560593,30929,ALG1,417,FR1,Paradou AC,Algeria,OGC Nice,France
413,Miha Mevlja,Centre-Back,29,"3,50 mil. €",Zenit S-Pb,Premier Liga,Sochi,Premier Liga,"4,00 mil. €",100160,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
414,Jonas Martin,Central Midfield,29,"5,00 mil. €",R. Strasbourg,Ligue 1,Stade Rennais,Ligue 1,"4,00 mil. €",127142,667,FR1,273,FR1,RC Strasbourg Alsace,France,Stade Rennais FC,France
415,Vitão,Centre-Back,19,-,Palmeiras B,Brazil,Shakhtar D.,Premier Liga,"4,00 mil. €",428783,14807,660,660,SE Palmeiras B,Brazil,Shakhtar Donetsk,Ukraine,
416,Matt Clarke,Centre-Back,23,200 K €,Portsmouth,League One,Brighton,Premier League,"3,90 mil. €",307497,1020,GB3,1237,GB1,Portsmouth FC,England,Brighton & Hove Albion,England
417,Filip Helander,Centre-Back,26,"2,00 mil. €",Bologna,Serie A,Rangers,Premiership,"3,90 mil. €",198067,1025,IT1,124,SC1,Bologna FC 1909,Italy,Rangers FC,Scotland
418,Ben Osborn,Left Midfield,25,"3,00 mil. €",Nottm Forest,Championship,Sheffield Utd.,Premier League,"3,90 mil. €",218087,703,GB2,350,GB1,Nottingham Forest,England,Sheffield United,England
419,Carlos Cuesta,Centre-Back,20,"1,00 mil. €",Atl. Nacional,Liga Águila II,KRC Genk,Jupiler Pro League,"3,80 mil. €",474589,8172,COL1,1184,BE1,Atlético Nacional,Colombia,KRC Genk,Belgium
420,Danijel Aleksic,Attacking Midfield,28,"2,25 mil. €",Y. Malatyaspor,Süper Lig,Ahli,Professional League,"3,80 mil. €",48119,19789,TR1,18487,SA1,Yeni Malatyaspor,Turkey,Al-Ahli Jeddah,Saudi Arabia
421,Mathias Jensen,Central Midfield,23,"2,50 mil. €",Celta de Vigo,LaLiga,Brentford,Championship,"3,80 mil. €",319859,940,ES1,1148,GB2,Celta de Vigo,Spain,Brentford FC,England
422,Kasey Palmer,Attacking Midfield,22,"1,50 mil. €",Chelsea U23,Premier League 2,Bristol City,Championship,"3,80 mil. €",258216,9250,GB21,698,GB2,Chelsea FC U23,England,Bristol City,England
423,Manuel Pucciarelli,Second Striker,28,"2,00 mil. €",FC Empoli,Serie B,Chievo Verona,Serie B,"3,75 mil. €",163683,749,IT2,862,IT2,FC Empoli,Italy,Chievo Verona,Italy
424,Jaromir Zmrhal,Left Midfield,26,"3,25 mil. €",Slavia Prag,Fortuna Liga,Brescia,Serie A,"3,75 mil. €",235413,62,TS1,19,IT1,SK Slavia Prag,Czech Republic,Brescia Calcio,Italy
425,Julian Chabot,Centre-Back,21,"3,50 mil. €",FC Groningen,Eredivisie,Sampdoria,Serie A,"3,70 mil. €",303219,202,NL1,1038,IT1,FC Groningen,Netherlands,UC Sampdoria,Italy
426,Benjamin Nygren,Right Winger,18,"3,70 mil. €",IFK Göteborg,Allsvenskan,KRC Genk,Jupiler Pro League,"3,70 mil. €",475949,801,SE1,1184,BE1,IFK Göteborg,Sweden,KRC Genk,Belgium
427,Bernard Mensah,Central Midfield,25,"2,30 mil. €",Atlético Madrid,LaLiga,Kayserispor,Süper Lig,"3,60 mil. €",324321,13,ES1,3205,TR1,Atlético Madrid,Spain,Kayserispor,Turkey
428,Gonzalo Melero,Central Midfield,25,"4,00 mil. €",SD Huesca,LaLiga2,Levante,LaLiga,"3,60 mil. €",162056,5358,ES2,3368,ES1,SD Huesca,Spain,Levante UD,Spain
429,Victor Nelsson,Centre-Back,21,"3,00 mil. €",Nordsjaelland,Superligaen,FC Copenhagen,Superligaen,"3,60 mil. €",422951,2778,DK1,190,DK1,FC Nordsjaelland,Denmark,FC Copenhagen,Denmark
430,Paulo Díaz,Centre-Back,25,"8,00 mil. €",Ahli,Professional League,River Plate,Superliga,"3,60 mil. €",271478,18487,SA1,209,AR1N,Al-Ahli Jeddah,Saudi Arabia,Club Atlético River Plate,Argentina
431,Thomás Chacón,Attacking Midfield,19,350 K €,Danubio FC,Primera División,Minnesota Utd.,MLS,"3,60 mil. €",465676,1306,URUC,56089,MLS1,Danubio FC,Uruguay,Minnesota United FC,United States
432,Pawel Dawidowicz,Centre-Back,24,"2,00 mil. €",Benfica,Liga NOS,Hellas Verona,Serie A,"3,50 mil. €",248732,294,PO1,276,IT1,SL Benfica,Portugal,Hellas Verona,Italy
433,João Victor,Left Winger,25,"3,00 mil. €",LASK,Bundesliga,VfL Wolfsburg,Bundesliga,"3,50 mil. €",381724,413,A1,82,L1,LASK,Austria,VfL Wolfsburg,Germany
434,Christian Nörgaard,Defensive Midfield,25,"2,00 mil. €",Fiorentina,Serie A,Brentford,Championship,"3,50 mil. €",148367,430,IT1,1148,GB2,ACF Fiorentina,Italy,Brentford FC,England
435,Marco Friedl,Centre-Back,21,"2,50 mil. €",Bayern Munich,Bundesliga,Werder Bremen,Bundesliga,"3,50 mil. €",156990,27,L1,86,L1,Bayern Munich,Germany,SV Werder Bremen,Germany
436,Victor Osimhen,Centre-Forward,20,"13,00 mil. €",VfL Wolfsburg,Bundesliga,RSC Charleroi,Jupiler Pro League,"3,50 mil. €",401923,82,L1,172,BE1,VfL Wolfsburg,Germany,RSC Charleroi,Belgium
437,Dimitrios Nikolaou,Centre-Back,21,"2,50 mil. €",Olympiacos,Super League 1,FC Empoli,Serie B,"3,50 mil. €",292772,683,GR1,749,IT2,Olympiacos Piraeus,Greece,FC Empoli,Italy
438,Efthymios Koulouris,Centre-Forward,23,"5,00 mil. €",PAOK Salonika,Super League 1,Toulouse,Ligue 1,"3,50 mil. €",242638,1091,GR1,415,FR1,PAOK Thessaloniki,Greece,FC Toulouse,France
439,Stephen Odey,Centre-Forward,21,"2,00 mil. €",FC Zürich,Super League,KRC Genk,Jupiler Pro League,"3,50 mil. €",491890,260,C1,1184,BE1,FC Zürich,Switzerland,KRC Genk,Belgium
440,David Ospina,Goalkeeper,31,"4,00 mil. €",Arsenal,Premier League,SSC Napoli,Serie A,"3,50 mil. €",73396,11,GB1,6195,IT1,Arsenal FC,England,SSC Napoli,Italy
441,Vedat Muriqi,Centre-Forward,25,"2,50 mil. €",C. Rizespor,Süper Lig,Fenerbahce,Süper Lig,"3,50 mil. €",256267,126,TR1,36,TR1,Caykur Rizespor,Turkey,Fenerbahce SK,Turkey
442,Felipe Avenatti,Centre-Forward,26,"5,00 mil. €",Bologna,Serie A,Standard Liège,Jupiler Pro League,"3,50 mil. €",216375,1025,IT1,3057,BE1,Bologna FC 1909,Italy,Standard Liège,Belgium
443,Alessandro Murgia,Central Midfield,23,"5,00 mil. €",Lazio,Serie A,SPAL,Serie A,"3,50 mil. €",289061,398,IT1,2722,IT1,SS Lazio,Italy,SPAL,Italy
444,Sofiane Hanni,Attacking Midfield,28,"6,00 mil. €",Spartak Moscow,Premier Liga,Al Gharafa,Stars League,"3,50 mil. €",113358,232,RU1,6297,QSL,Spartak Moscow,Russia,Al Gharafa Sports Club,Qatar
445,Sada Thioub,Right Midfield,24,"5,50 mil. €",Nîmes Olympique,Ligue 1,SCO Angers,Ligue 1,"3,50 mil. €",290593,1160,FR1,1420,FR1,Nîmes Olympique,France,SCO Angers,France
446,Anderson Esiti,Defensive Midfield,25,"3,00 mil. €",KAA Gent,Jupiler Pro League,PAOK Salonika,Super League 1,"3,50 mil. €",245027,157,BE1,1091,GR1,KAA Gent,Belgium,PAOK Thessaloniki,Greece
447,Ryad Boudebouz,Attacking Midfield,29,"6,00 mil. €",Real Betis,LaLiga,Saint-Étienne,Ligue 1,"3,50 mil. €",77826,150,ES1,618,FR1,Real Betis Balompié,Spain,AS Saint-Étienne,France
448,Erasmo Mulè,Centre-Back,20,125 K €,Sampdoria,Serie A,Juventus U23,Serie C - A,"3,50 mil. €",392521,1038,IT1,41101,IT3A,UC Sampdoria,Italy,Juventus U23,Italy
449,Félix Correia,Right Winger,18,-,Sporting U19,Portugal,Man City U23,Premier League 2,"3,50 mil. €",479648,10283,9265,9265,Sporting CP U19,Portugal,Manchester City U23,England,
450,Galeno,Left Winger,21,"3,00 mil. €",FC Porto,Liga NOS,Braga,Liga NOS,"3,50 mil. €",454121,720,PO1,1075,PO1,FC Porto,Portugal,SC Braga,Portugal
451,Patrik Schick,Centre-Forward,23,"15,00 mil. €",AS Roma,Serie A,RB Leipzig,Bundesliga,"Loan fee:3,50 mil. €",242086,12,IT1,23826,L1,AS Roma,Italy,RB Leipzig,Germany
452,Mounir Chouiar,Left Winger,20,"1,00 mil. €",Lens,Ligue 2,Dijon,Ligue 1,"3,50 mil. €",355641,826,FR2,2969,FR1,RC Lens,France,FCO Dijon,France
453,Kortney Hause,Centre-Back,24,"1,00 mil. €",Wolves,Premier League,Aston Villa,Premier League,"3,40 mil. €",233124,543,GB1,405,GB1,Wolverhampton Wanderers,England,Aston Villa,England
454,Ethan Pinnock,Centre-Back,26,500 K €,Barnsley FC,Championship,Brentford,Championship,"3,35 mil. €",442248,349,GB2,1148,GB2,Barnsley FC,England,Brentford FC,England
455,David Raya,Goalkeeper,24,"1,50 mil. €",Blackburn,Championship,Brentford,Championship,"3,35 mil. €",262749,164,GB2,1148,GB2,Blackburn Rovers,England,Brentford FC,England
456,Mbaye Diagne,Centre-Forward,27,"9,00 mil. €",Galatasaray,Süper Lig,Club Brugge,Jupiler Pro League,"Loan fee:3,35 mil. €",271966,141,TR1,2282,BE1,Galatasaray SK,Turkey,Club Brugge KV,Belgium
457,Boli Bolingoli,Left-Back,24,"3,50 mil. €",Rapid Vienna,Bundesliga,Celtic,Premiership,"3,34 mil. €",168156,170,A1,371,SC1,Rapid Vienna,Austria,Celtic FC,Scotland
458,Alexander Barboza,Centre-Back,24,"4,50 mil. €",River Plate,Superliga,Independiente,Superliga,"3,30 mil. €",379752,209,AR1N,1234,AR1N,Club Atlético River Plate,Argentina,Club Atlético Independiente,Argentina
459,Quique,Centre-Forward,29,"1,50 mil. €",Dep. La Coruña,LaLiga2,SD Eibar,LaLiga,"3,30 mil. €",79352,897,ES2,1533,ES1,Deportivo de La Coruña,Spain,SD Eibar,Spain
460,Haroune Camara,Centre-Forward,21,700 K €,Al Qadisiyah,Saudi Arabia,Ittihad,Professional League,"3,30 mil. €",31406,26069,8023,8023,Al Qadisiyah FC,Saudi Arabia,Al-Ittihad Jeddah,Saudi Arabia,
461,James McCarthy,Central Midfield,28,"5,00 mil. €",Everton,Premier League,Crystal Palace,Premier League,"3,30 mil. €",45333,29,GB1,873,GB1,Everton FC,England,Crystal Palace,England
462,Maximiliano Lovera,Second Striker,20,"4,00 mil. €",CA Rosario,Superliga,Olympiacos,Super League 1,"3,30 mil. €",441422,1418,AR1N,683,GR1,Club Atlético Rosario Central,Argentina,Olympiacos Piraeus,Greece
463,Ludovit Reis,Central Midfield,19,"3,00 mil. €",FC Groningen,Eredivisie,FC Barcelona B,2ª B - Grupo III,"3,25 mil. €",490884,202,NL1,2464,ES3C,FC Groningen,Netherlands,FC Barcelona B,Spain
464,Nicolás Reniero,Centre-Forward,24,"3,50 mil. €",San Lorenzo,Superliga,Racing Club,Superliga,"3,25 mil. €",496415,1775,AR1N,1444,AR1N,Club Atlético San Lorenzo de Almagro,Argentina,Racing Club,Argentina
465,Romaine Sawyers,Attacking Midfield,27,"3,00 mil. €",Brentford,Championship,West Brom,Championship,"3,20 mil. €",113036,1148,GB2,984,GB2,Brentford FC,England,West Bromwich Albion,England
466,Franck Kom,Defensive Midfield,28,"1,00 mil. €",Esperance,Ligue I Pro,Al Rayyan,Stars League,"3,16 mil. €",148518,3342,TUN1,3229,QSL,Esperance Tunis,Tunisia,Al Rayyan Sports Club,Qatar
467,Nicolas Gavory,Left-Back,24,"1,75 mil. €",FC Utrecht,Eredivisie,Standard Liège,Jupiler Pro League,"3,10 mil. €",182816,200,NL1,3057,BE1,FC Utrecht,Netherlands,Standard Liège,Belgium
468,Christian Rasmussen,Right Winger,16,-,FC Nordsjaellan,Denmark,Ajax U17,Preliminary round U17 Eredivisie,"3,00 mil. €",610429,52882,51645,51645,FC Nordsjaelland Youth,Denmark,Ajax Amsterdam U17,Netherlands,
469,Fiete Arp,Centre-Forward,19,"4,00 mil. €",Hamburger SV,2. Bundesliga,Bayern Munich,Bundesliga,"3,00 mil. €",343337,41,L2,27,L1,Hamburger SV,Germany,Bayern Munich,Germany
470,David Kinsombi,Defensive Midfield,23,"3,00 mil. €",Holstein Kiel,2. Bundesliga,Hamburger SV,2. Bundesliga,"3,00 mil. €",196834,269,L2,41,L2,Holstein Kiel,Germany,Hamburger SV,Germany
471,Obbi Oulare,Centre-Forward,23,"1,80 mil. €",Watford,Premier League,Standard Liège,Jupiler Pro League,"3,00 mil. €",314959,1010,GB1,3057,BE1,Watford FC,England,Standard Liège,Belgium
472,Pedro Bigas,Centre-Back,29,"3,00 mil. €",UD Las Palmas,LaLiga2,SD Eibar,LaLiga,"3,00 mil. €",203043,472,ES2,1533,ES1,UD Las Palmas,Spain,SD Eibar,Spain
473,Kaio,Defensive Midfield,24,"3,00 mil. €",Santa Clara,Liga NOS,Krasnodar,Premier Liga,"3,00 mil. €",523363,2423,PO1,16704,RU1,CD Santa Clara,Portugal,FK Krasnodar,Russia
474,Jonathan Silva,Left-Back,25,"3,00 mil. €",Sporting CP,Liga NOS,CD Leganés,LaLiga,"3,00 mil. €",189453,336,PO1,1244,ES1,Sporting CP,Portugal,CD Leganés,Spain
475,Fabien Centonze,Right-Back,23,"1,50 mil. €",Lens,Ligue 2,FC Metz,Ligue 1,"3,00 mil. €",384859,826,FR2,347,FR1,RC Lens,France,FC Metz,France
476,Rubén García,Attacking Midfield,26,"3,50 mil. €",Levante,LaLiga,CA Osasuna,LaLiga,"3,00 mil. €",213260,3368,ES1,331,ES1,Levante UD,Spain,CA Osasuna,Spain
477,Ezequiel Ponce,Centre-Forward,22,"4,00 mil. €",AS Roma,Serie A,Spartak Moscow,Premier Liga,"3,00 mil. €",296783,12,IT1,232,RU1,AS Roma,Italy,Spartak Moscow,Russia
478,Igor,Centre-Back,21,"1,50 mil. €",RB Salzburg,Bundesliga,SPAL,Serie A,"3,00 mil. €",380350,409,A1,2722,IT1,Red Bull Salzburg,Austria,SPAL,Italy
479,Chang-hun Kwon,Right Winger,25,"5,50 mil. €",Dijon,Ligue 1,SC Freiburg,Bundesliga,"3,00 mil. €",259350,2969,FR1,60,L1,FCO Dijon,France,SC Freiburg,Germany
480,Mattia Valoti,Central Midfield,26,"1,00 mil. €",Hellas Verona,Serie A,SPAL,Serie A,"3,00 mil. €",167741,276,IT1,2722,IT1,Hellas Verona,Italy,SPAL,Italy
481,Reinildo Mandava,Left-Back,25,600 K €,Belenenses SAD,Liga NOS,LOSC Lille,Ligue 1,"3,00 mil. €",240692,2457,PO1,1082,FR1,Belenenses SAD,Portugal,LOSC Lille,France
482,Douglas Augusto,Central Midfield,22,"2,00 mil. €",Corinthians,Série A,PAOK Salonika,Super League 1,"3,00 mil. €",393621,199,BRA1,1091,GR1,Sport Club Corinthians Paulista,Brazil,PAOK Thessaloniki,Greece
483,Eduardo Henrique,Defensive Midfield,24,"2,50 mil. €",Internacional,Série A,Sporting CP,Liga NOS,"3,00 mil. €",216118,6600,BRA1,336,PO1,Sport Club Internacional,Brazil,Sporting CP,Portugal
484,Dmitri Poloz,Centre-Forward,28,"4,00 mil. €",Zenit S-Pb,Premier Liga,Sochi,Premier Liga,"3,00 mil. €",98539,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
485,Jerdy Schouten,Central Midfield,22,"2,00 mil. €",Excelsior,Keuken Kampioen Divisie,Bologna,Serie A,"3,00 mil. €",347900,798,NL2,1025,IT1,SBV Excelsior Rotterdam,Netherlands,Bologna FC 1909,Italy
486,Sory Kaba,Centre-Forward,24,"2,00 mil. €",Dijon,Ligue 1,FC Midtjylland,Superligaen,"3,00 mil. €",355689,2969,FR1,865,DK1,FCO Dijon,France,FC Midtjylland,Denmark
487,Ralf Fährmann,Goalkeeper,31,"5,00 mil. €",FC Schalke 04,Bundesliga,Norwich,Premier League,"Loan fee:3,00 mil. €",39015,33,L1,1123,GB1,FC Schalke 04,Germany,Norwich City,England
488,Raniel,Centre-Forward,23,"1,50 mil. €",Cruzeiro,Série A,São Paulo,Série A,"3,00 mil. €",349583,609,BRA1,585,BRA1,Cruzeiro Esporte Clube,Brazil,São Paulo Futebol Clube,Brazil
489,Aleksey Sutormin,Right Winger,25,"3,50 mil. €",Rubin Kazan,Premier Liga,Zenit S-Pb,Premier Liga,"3,00 mil. €",217033,2698,RU1,964,RU1,Rubin Kazan,Russia,Zenit St. Petersburg,Russia
490,Elmir Nabiullin,Left-Back,24,"3,00 mil. €",Zenit S-Pb,Premier Liga,Sochi,Premier Liga,"3,00 mil. €",214257,964,RU1,41231,RU1,Zenit St. Petersburg,Russia,FC Sochi,Russia
491,Iván Marcano,Centre-Back,32,"4,00 mil. €",AS Roma,Serie A,FC Porto,Liga NOS,"3,00 mil. €",57723,12,IT1,720,PO1,AS Roma,Italy,FC Porto,Portugal
492,Claudio Baeza,Defensive Midfield,25,"1,40 mil. €",Ahli,Professional League,Necaxa,Liga MX Apertura,"3,00 mil. €",248346,18487,SA1,1146,MEXA,Al-Ahli Jeddah,Saudi Arabia,Club Necaxa,Mexico
